,Locations,count,enrolled
393,"Hopital Henri Mondor, Service de Réanimation chirurgicale polyvalente, Créteil, France | Hôpital Pitié Salpétrière, Salle de surveillance post-interventionnelle, Accueil des Polytraumatisés, Paris, France | Hôpital Pitié Salpêtrière, Anesthésie et Réanimation, Institut de Cardiologie, Paris, France | Hôpital Pitié Salpêtrière, Service de Chirurgie Générale, Viscérale et Endocrinienne, Paris, France | Hôpital Pitié Salpêtrière, Service de Chirurgie Hépatobiliaire et de Transplantation Hépatique, Paris, France | Hôpital Pitié Salpêtrière, Service de réanimation chirurgicale polyvalente, Paris, France | Hôpital Saint-Antoine, Département d'Anesthésie-réanimation, Paris, France",1,93
394,"Advanced Clinical Research Institute, Anaheim, California, United States | Veteran's Administration Medical Center (does not require vet status), Long Beach, California, United States | University of Southern California University Hospital, Los Angeles, California, United States | University of California, San Francisco, San Francisco, California, United States | Western States Clinical Research, Wheat Ridge, Colorado, United States | Gastroenterology Center of Connecticut, Hamden, Connecticut, United States | Clinical Research of West Florida, Clearwater, Florida, United States | Borland-Groover Clinic, Jacksonville, Florida, United States | Venture Research Institute, Miami, Florida, United States | Shafran Gastroenterology Center, Winter Park, Florida, United States | Atlanta Gastroenterology Associates, Atlanta, Georgia, United States | University of Chicago Medical Center, Chicago, Illinois, United States | Carle Clinic Association, Urbana, Illinois, United States | Indiana University Medical Center, Indianapolis, Indiana, United States | Cotton-O'Neil Clinical Research Center, Topeka, Kansas, United States | University of Kentucky Hospital, Lexington, Kentucky, United States | University of Louisville Hospital, Louisville, Kentucky, United States | Gulf Coast Research, Baton Rouge, Louisiana, United States | National Institutes of Health, Bethesda, Maryland, United States | Metropolitan Gastroenterology Group, Chevy Chase, Maryland, United States | Massachusetts General Hospital, Boston, Massachusetts, United States | Brigham and Womens Hospital, Boston, Massachusetts, United States | Clinical Pharmacology Study Group, Worcester, Massachusetts, United States | Center for Clinical Studies, Dearborn, Michigan, United States | Center for Digestive Health, Troy, Michigan, United States | University of Minnesota Hospital, Minneapolis, Minnesota, United States | St Louis Center for Clinical Studies, Saint Louis, Missouri, United States | Dartmouth Hitchcock Medical Center, Lebanon, New Hampshire, United States | Gastroenterology Research Associates, Cedar Knolls, New Jersey, United States | Holy Name Hospital, Teaneck, New Jersey, United States | Weill Cornell Medical College, New York, New York, United States | Mount Sinai School of Medicine, New York, New York, United States | Rochester Institute for Digestive Diseases, Rochester, New York, United States | Rochester General Hospital, Rochester, New York, United States | University Hospital and Medical Center, Stony Brook, New York, United States | Charlotte Gastroenterology and Hepatology, Charlotte, North Carolina, United States | Pinehurst Medical Clinic, Pinehurst, North Carolina, United States | Wake Forest University, Winston-Salem, North Carolina, United States | Dayton Science Institute, Dayton, Ohio, United States | Gastroenterology United of Tulsa, Tulsa, Oklahoma, United States | Options Health Research, Tulsa, Oklahoma, United States | Allegheney Center for Digestive Health, Pittsburgh, Pennsylvania, United States | University of Pittsburgh, Pittsburgh, Pennsylvania, United States | Gastroenterology Center of the Midsouth, Germantown, Tennessee, United States | Nashville GI Specialists, Nashville, Tennessee, United States | Vanderbilt University Medical Center, Nashville, Tennessee, United States | Baylor University Medical Center, Dallas, Texas, United States | University of Texas Medical Branch, Galveston, Texas, United States | Memorial Hermann Hospital, Houston, Texas, United States | University of Vermont, Burlington, Vermont, United States | Digestive and Liver Disease Specialists, Norfolk, Virginia, United States | McGuire Research Institute, Richmond, Virginia, United States | Seattle Gastroenterology Associates, Seattle, Washington, United States | University of Calgary, Calgary, Alberta, Canada | University of Alberta Hospital, Edmonton, Alberta, Canada | Health Sciences Centre, Winnipeg, Manitoba, Canada | London Health Sciences Centre, London, Ontario, Canada | Mount Sinai Hospital, Toronto, Ontario, Canada",1,98
395,"Biosolutions Clinical Research Center, La Mesa, California, United States | 010 : Triwest Research Associates : USA : Levy, Louis J. Levy, Louis J. Principal Investigator llevy@triwestresearch.com 619-589-6888 San Diego, CA, 92108, United States, San Diego, California, United States | Denver Back Pain Specialists, LLC, Greenwood Village, Colorado, United States | Georgetown Washington University, Washington, District of Columbia, United States | Pain Relief Centers, Saint Petersburg, Florida, United States | Tampa Pain Relief Center, Tampa, Florida, United States | Long Island Spine Rehabilitation Medicine, East Meadow, New York, United States | Mount Sinai, New York, New York, United States | The Center of Clinical Research, LLC, Winston-Salem, North Carolina, United States | Cleveland Clinic, Cleveland, Ohio, United States | Coastal Carolina Research Center, North Charleston, South Carolina, United States | Premier Pain Centers, Richardson, Texas, United States | Precision Spine Care, Tyler, Texas, United States | Virginia iSpine Physicians, Richmond, Virginia, United States",1,99
396,"The Affiliated Hospital of Xuzhou Medical University, Xuzhou, Jiangsu, China",1,100
397,"Landmark Medical Centre Sdn Bhd, Johor Bahru, Johor Darul Takzim, Malaysia",1,100
398,"Trinity Stem Cell Institution, Odessa, Florida, United States",1,100
399,"Department of Rheumatology, the Third Affiliated Hospital of Sun Yat-sen University, Guangzhou, Guangdong, China",1,120
400,"Capital Institute of Pediatrics affiliated Children's hospital, Beijing, Beijing, China | Shenzhen Geno-immune Medical Institute, Shenzhen, Guangdong, China | Aerospace Center Hospital, Beijing, China",1,100
401,"Second Affiliated Hospital, School of Medicine, Zhejiang University, Hangzhou, Zhejiang, China",1,100
402,"Southern California Hospital at Culver City / Southern California Hospital at Hollywood / Multiple US-based Sub-Investigator Sites, Culver City, California, United States",1,5000
403,"Hospital São Rafael S.A. - Instituto D'Or de Pesquisa e Ensino, Salvador, BA, Brazil | Santa Casa de Misericórdia da Bahia (Hospital Santa Izabel), Salvador, BA, Brazil | Saraiva & Berlinger Ltda. - EPP (IPECC), Campinas, SP, Brazil | CECIP JAU - Centro de Estudos Clínicos do Interior Paulista Ltda., Jaú, SP, Brazil | CEMEC - Centro Multidisciplinar de Estudos Clínicos Ltda. - EPP, São Bernardo Do Campo, SP, Brazil | Impar Serviços Hospitalares S/A (Hospital Nove de Julho), São Paulo, SP, Brazil",1,100
404,"Department of Orthopedic & Traumatology, Faculty of Medicine, Hospital Canselor Tuanku Mukhriz, UKM Medical Centre, Jalan Yaacob Latiff, Bandar Tun Razak, Cheras, 56000 Kuala Lumpur., Cheras, Kuala Lumpur, Malaysia",1,100
405,"Zhejiang University, Hangzhou, Zhejiang, China",1,100
406,"Al Azhar University , School of Medicine, Nasr City, Cairo, Egypt",1,100
407,"UZA, Edeghem, Antwerpen, Belgium | Hôpital des enfants Reine Fabiola, Brussels, Brabant, Belgium | AZ VUB Jette, Brussels, Brabant, Belgium | Cliniques universitaires Saint-Luc- Université Catholique de Louvain, Brussels, Brabant, Belgium | AZ Gasthuisberg Leuven, Leuven, Flamish Brabant, Belgium | UZ Gent, Gent, Flanders Ost, Belgium | Hôpital de Jolimont, Haine St Paul, Hainaut, Belgium | Cliniques Universitaires Mont-Godinne, Yvoir, Namur, Belgium | AZ St Jan, Brugge, West Flanders, Belgium | Hôpital Stuyvenberg, Antwerpen, Limburg, Belgium | CHU Sart Tilman, Liege, Belgium | University Hospital Maastricht, Maastricht, Netherlands",1,100
408,"UH Montpellier, Montpellier, France",1,100
409,"Cleveland Clinic Florida, Weston, Florida, United States",1,100
410,"Department of Pediatrics, Daping Hospital, Research Institute of Surgery, Third Military Medical University, Chongqing, Chongqing, China",1,100
411,"Stanford University, Stanford, California, United States | University of Miami Miller School of Medicine, Miami, Florida, United States | University of Louisville, Louisville, Kentucky, United States | Texas Heart Institute, Houston, Texas, United States",1,136
412,"Novo Cellular Medicine Institute, San Fernando, Trinidad, Trinidad and Tobago",1,69
413,"Hospital Canselor Tuanku Muhriz Universiti Kebangsaan Malaysia (HCTM-UKM), Bandar Tun Razak, Wilayah Persekutuan Kuala Lumpur, Malaysia",1,50
414,"The Heart Centre, Rigshospitalet University Hospital Copenhagen,, Copenhagen, Denmark",1,59
415,"Asan medical center, Seoul, Korea, Republic of | Samsung medical center, Seoul, Korea, Republic of | Seoul ST. Mary's hospital, Seoul, Korea, Republic of",1,54
416,"Omnihospital, Guayaquil, Guayas, Ecuador",1,54
417,"Lakeridge Health, Oshawa, Ontario, Canada | The Ottawa Hospital, Ottawa, Ontario, Canada | St. Michael's Hospital, Toronto, Ontario, Canada | Centre Hospitalier de l'Université de Montréal, Montréal, Quebec, Canada",1,54
418,"Mission Community Hospital, Panorama City, California, United States",1,55
419,"UC Davis Health, Sacramento, California, United States",1,55
420,"Children's Hospital Los Angeles, Los Angeles, California, United States | Children's Hospital of Orange County, Orange, California, United States | University of California at San Francisco, San Francisco, California, United States | Children's Hospital Colorado Center for Cancer/Blood Disorders, Aurora, Colorado, United States | Alfred I. DuPont Hospital for Children of the Nemours Foundation, Wilmington, Delaware, United States | Miami Children's Research Institute, Miami, Florida, United States | Ann & Robert H. Lurie Children's Hospital of Chicago, Chicago, Illinois, United States | Children's Hospital of Michigan, Detroit, Michigan, United States | University of Mississippi Medical Center, Jackson, Mississippi, United States | Washington University, Saint Louis, Missouri, United States | Columbia University Medical Center, New York, New York, United States | Memorial Sloan Kettering Cancer Center, New York, New York, United States | Albert Einstein College of Medicine, New York, New York, United States | Duke University Medical Center, Durham, North Carolina, United States | Oregon University, Portland, Oregon, United States | Medical University of South Carolina, Charleston, South Carolina, United States | Texas Transplant Institute, San Antonio, Texas, United States | Virginia Commonwealth University, Richmond, Virginia, United States | Fred Hutchinson Cancer Research, Seattle, Washington, United States | Medical College of Wisconsin, Milwaukee, Wisconsin, United States",1,55
421,"University hospitals Birmingham NHS foundation Trust, Birmingham, West Midlands, United Kingdom",1,56
422,"University of Southern California University Hospital, Los Angeles, California, United States | University of California, San Francisco, San Francisco, California, United States | Western States Clinical Research, Wheat Ridge, Colorado, United States | Clinical Research of West Florida, Clearwater, Florida, United States | Borland-Groover Clinic, Jacksonville, Florida, United States | Shafran Gastroenterology Center, Winter Park, Florida, United States | Atlanta Gastroenterology Associates, Atlanta, Georgia, United States | University of Chicago Medical Center, Chicago, Illinois, United States | Carle Clinic Association, Urbana, Illinois, United States | Indiana University Medical Center, Indianapolis, Indiana, United States | Cotton-O'Neil Clinical Research Center, Topeka, Kansas, United States | University of Kentucky Hospital, Lexington, Kentucky, United States | University of Louisville Hospital, Louisville, Kentucky, United States | Gulf Coast Research, Baton Rouge, Louisiana, United States | University of Maryland, Baltimore, Baltimore, Maryland, United States | National Institutes of Health, Bethesda, Maryland, United States | Chevy Chase Clinical Research, Chevy Chase, Maryland, United States | Massachusetts General Hospital, Boston, Massachusetts, United States | Brigham and Womens Hospital, Boston, Massachusetts, United States | Clinical Pharmacology Study Group, Worcester, Massachusetts, United States | Center for Clinical Studies, Dearborn, Michigan, United States | Center for Digestive Health, Troy, Michigan, United States | University of Minnesota Hospital, Minneapolis, Minnesota, United States | St Louis Center for Clinical Studies, Saint Louis, Missouri, United States | Dartmouth Hitchcock Medical Center, Lebanon, New Hampshire, United States | Weill Cornell Medical College, New York, New York, United States | Mount Sinai School of Medicine, New York, New York, United States | Rochester Institute for Digestive Diseases, Rochester, New York, United States | Rochester General Hospital, Rochester, New York, United States | University Hospital and Medical Center, Stony Brook, New York, United States | Charlotte Gastroenterology and Hepatology, Charlotte, North Carolina, United States | Pinehurst Medical Clinic, Pinehurst, North Carolina, United States | Wake Forest University, Winston-Salem, North Carolina, United States | Gastroenterology United of Tulsa, Tulsa, Oklahoma, United States | Options Health Research, Tulsa, Oklahoma, United States | Allegheney Center for Digestive Health, Pittsburgh, Pennsylvania, United States | University of Pittsburgh, Pittsburgh, Pennsylvania, United States | Gastroenterology Center of the Midsouth, Germantown, Tennessee, United States | Nashville GI Specialists, Nashville, Tennessee, United States | Vanderbilt University Medical Center, Nashville, Tennessee, United States | Baylor University Medical Center, Dallas, Texas, United States | University of Texas Medical Branch, Galveston, Texas, United States | University of Texas Health Science Center, Houston, Texas, United States | University of Vermont, Burlington, Vermont, United States | Digestive and Liver Disease Specialists, Norfolk, Virginia, United States | McGuire Research Institute, Richmond, Virginia, United States | Seattle Gastroenterology Associates, Seattle, Washington, United States | Royal Adelaide Hospital, Adelaide, South Australia, Australia | Royal Melbourne Hospital, Melbourne, Victoria, Australia | University of Calgary, Calgary, Alberta, Canada | University of Alberta Hospital, Edmonton, Alberta, Canada | Health Science Centre, Winnipeg, Manitoba, Canada | London Health Sciences Centre, London, Ontario, Canada | Mount Sinai Hospital, Toronto, Ontario, Canada | University of Otago, Christchurch, New Zealand | Waikato Hospital, Hamilton, New Zealand",1,330
423,"Peking University Third Hospital, Beijing, China | Tianjin Ever Union Biotechnology Co., Ltd., Beijing, China",1,57
424,"Korea University Kuro Hospital, Seoul, Korea, Republic of",1,164
425,"Eulji General Hospital, Seoul, Korea, Republic of | Severance Hospital, Seoul, Korea, Republic of | Asan medical center, Seoul, Korea, Republic of | Korea University Guro Hospital, Seoul, Korea, Republic of",1,54
426,"Korea University Guro Hospital, Guro-gu, Seoul, Korea, Republic of | Eulji General Hospital, Nowon-Gu, Seoul, Korea, Republic of | Severance Hospital, Seodaemun-Gu, Seoul, Korea, Republic of | Asan medical center, Songpa-Gu, Seoul, Korea, Republic of",1,59
427,"Southwest Hospital of the Third Military Medical University, Chongqing, Chongqing, China | Endocrine Department, the First Affiliated Hospital of the Third Military Medical University, Chongqing, Chongqing, China",1,60
428,"Second affiliated hospital, school of medicine, Zhejiang Uni., Hangzhou, Zhejiang, China",1,60
429,"Mercy Gilbert Medical Center, Gilbert, Arizona, United States | University of California, San Diego, La Jolla, California, United States | Minneapolis Heart Institute 920 East 28th St, Suite 300, Minneapolis, Minnesota, United States | UPMC, Pittsburgh, Pennsylvania, United States | Texas Heart Institue, Houston, Texas, United States | Swedish Heart and Vascular Institute, Seattle, Washington, United States",1,60
430,"Mayo Clinic, Scottsdale, Arizona, United States | Mayo Clinic, Jacksonville, Florida, United States | Mayo Clinic in Rochester, Rochester, Minnesota, United States",1,60
431,"Ibn Sina, Baghdad, Iraq",1,60
432,"Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea, Republic of",1,60
433,"East Carolina University, Greenville, North Carolina, United States",1,160
434,"Fu Cheng Lu 6, Beijing, China",1,160
435,"Hope Biosciences, Sugar Land, Texas, United States",1,0
436,"Emeritus Research, Camberwell, Victoria, Australia",1,54
437,"Anupam Hospital, Rudrapur, Uttarakhand, India",1,140
438,"Petr Šmíd, Znojmo, Czech Republic, Czechia",1,50
439,"Fujian Medical University Union Hospital, Fuzhou, Fujian, China",1,50
440,"Guangzhou Women and Children's Medical Center, Guangzhou, Guangdong, China",1,107
441,"the Belarusian Medical Academy of Postgraduate Education, Minsk, Belarus",1,50
442,"Maternity hospital, Ain Shams University, Cairo, Egypt",1,50
443,"Ruijin Hospital, Medical School of Shanghai Jiaotong University, Shanghai, Shanghai, China",1,169
444,"Medizinische Klinik und Poliklinik I, Universitätsklinikum, TU Dresden, Dresden, Germany",1,50
445,"National Research Medical Center, Astana, Kazakhstan",1,50
446,"UMC Utrecht, department of pediatrics, Utrecht, Netherlands | UMCU department of Haematology, Utrecht, Netherlands",1,50
447,"Oslo UniversityHospital-Ullevaal, Oslo, Norway",1,50
448,"National Taiwan University Hospital, Taipei, Taiwan",1,50
449,"River Oaks Hospital and Clinics, Houston, Texas, United States | United Memorial Medical Center, Houston, Texas, United States",1,53
450,"The First Affiliated Hospital of Zhejiang University, Hangzhou, Zhejiang, China",1,50
451,"State Research Institute of Circulation Pathology, Novosibirsk, Russian Federation",1,50
452,"Instituto Investigación Sanitario Fundación Jiménez Díaz, Madrid, Spain",1,52
453,"Istituto Ortopedico Rizzli, Bologna, Italy",1,52
454,"Guangdong General Hospital, Guangzhou, Guangdong, China",1,52
455,"Hospital Regional Universitario Reina Sofía, Cordoba, Spain | Hospital Regional Universitario de Málaga, Málaga, Spain | Hospital Universitario Virgen Macarena, Servicio de Neurología, Seville, Spain | Hospital Universitario Virgen del Rocío, Seville, Spain",1,52
456,"General Hospital of Chinese Armed Police Force, Beijing, China | Shanghai Renji Hospital, Shanghai, China",1,53
457,"Hospital U. Central de Asturias, Oviedo, Asturias, Spain | Hospital General de Mérida, Mérida, Badajoz, Spain | Hospital U. de Canarias, La Laguna, Tenerife, Spain | Hospital de Cruces, Barakaldo, Vizcaya, Spain | Hospital de Basurto, Bilbao, Vizcaya, Spain | Complejo Hospitalario U. A Coruña, A Coruña, Spain | Hospital Vall d'Hebron, Barcelona, Spain | Hospital Clinic i Provincial, Barcelona, Spain | Hospital Santa Creu i Sant Pau, Barcelona, Spain | Hospital Reina Sofía, Córdoba, Spain | Hospital Clínico San Cecilio, Granada, Spain | Hospital U. Virgen de las Nieves, Granada, Spain | Hospital U. de Guadalajara, Guadalajara, Spain | Hospital de La Princesa, Madrid, Spain | Hospital U. Gregorio Marañon, Madrid, Spain | Hospital Clínico San Carlos, Madrid, Spain | Hospital U. La Paz, Madrid, Spain | Hospital Carlos Haya, Málaga, Spain | Hospital U. Marques de Valdecilla, Santander, Spain | Hospital Ntra. Sª de Valme, Sevilla, Spain | Hospital Virgen Macarena, Sevilla, Spain | Hospital La Fe, Valencia, Spain | Hospital Dr. Peset, Valencia, Spain",1,53
458,"Stem cell therapy center,Fuzhou General Hospital, Fuzhou, Fujian, China",1,165
459,"Rigshospitalet University Hospital Copenhagen, Copenhagen, Denmark",1,60
460,"Mayo Clinic, Scottsdale, Arizona, United States | Office of Phillip Fleshner, MD, Los Angeles, California, United States | Massachusetts General Hospital, Boston, Massachusetts, United States | Mayo Clinic, Rochester, Minnesota, United States | Vanderbuilt University Medical Center Diagnostic Laboratory, Nashville, Tennessee, United States",1,60
461,"The Third Affiliated Hospital Of Sun Yat-sen University, Guangzhou, Guangdong, China",1,158
462,"Hospital Sírio-Libanes, São Paulo, Brazil",1,62
463,"Paulo Roberto Slud Brofman, Curitiba, Paraná, Brazil",1,60
464,"Centre Hospitalier Lyon SUD, Pierre-Bénite, France",1,60
465,"The Research-Clinical Center for Cardiac Surgery and Transplantology LLP, Taraz, Zhambyl, Kazakhstan",1,60
466,"RSPAD Gatot Soebroto, Jakarta, DKI Jakarta, Indonesia | RSUP Dr. M. Jamil, Padang, West Sumatra, Indonesia | RSUP Dr. Sardjito, Yogyakarta, Indonesia",1,60
467,"Soffer Health Institute, Aventura, Florida, United States | Clinical Research of South Florida, Coral Gables, Florida, United States | Clinical Physiology Associates, Fort Myers, Florida, United States | Panax Clinical Research, Miami Lakes, Florida, United States | Miami VA Healthcare System, Miami, Florida, United States | Vista Health Research, Miami, Florida, United States | Advanced Research for Health Improvement, LLC, Naples, Florida, United States",1,150
468,"Syddansk Universitet SDU (University Hospital of Southern Denmark), Odense, Hordaland, Denmark | Assistance Publique - Hôpitaux De Paris, Créteil, Calle Fernando De Castro Rodriguez,, France | CHU Nantes, Centre de Soins Dentaires, Nantes, France | University of Bergen, Institute of Clonical Dentistry, Bergen, Norway | Universidad Complutense De Madrid, Madrid, Spain | Universitat Internacional De Catalunya, Barcelona, Spain",1,150
469,"Teradan Clinical Trials LLC, Brandon, Florida, United States | Sarasota Memorial Health Care System (SMH), Sarasota, Florida, United States | St Luke's Research, Boise, Idaho, United States | St. Luke's Boise, Boise, Idaho, United States | Ascension St. John, Tulsa, Oklahoma, United States | PRX Research/Dallas Regional Medical Center, Mesquite, Texas, United States",1,60
470,"SC Clinical Research, Garden Grove, California, United States | Diabetes Research Institute, Miami, Florida, United States | Compass Research, Orlando, Florida, United States | Pennington Biomedical Research Center, Baton Rouge, Louisiana, United States | Tulane University Medical Center, New Orleans, Louisiana, United States | Big Sky Clinical Research, Butte, Montana, United States | Desert Endocrinology Clinical Research Center-Henderson, Henderson, Nevada, United States | Alliance Against Diabetes/AAD Clinical Research, Las Vegas, Nevada, United States | Active Practices and Research, Newington, New Hampshire, United States | The Carl and Edyth Lindner Center for Research and Education at The Christ Hospital, Cincinnati, Ohio, United States | Providence Health Partners - Center for Clinical Reseach, Dayton, Ohio, United States | Dallas Diabetes and Endocrine Center, Dallas, Texas, United States | West Houston Clinical Research Services, Houston, Texas, United States | Paragon Research Center, San Antonio, Texas, United States | Wasatch Clinical Research, Salt Lake City, Utah, United States | National Clinical Research - Norfolk, Inc, Norfolk, Virginia, United States | National Clinical Research - Richmond, Inc., Richmond, Virginia, United States | Capital Clinical Research Center, Olympia, Washington, United States",1,61
471,"David Geffen School of Medicine at UCLA, Los Angeles, California, United States | Los Angeles Biomedical Research Institute at Harbor UCLA Medical Center, Torrance, California, United States | American Health Research, Charlotte, North Carolina, United States | Upstate Pharmaceutical Research, Greenville, South Carolina, United States | Spartanburg Medical Research, Spartanburg, South Carolina, United States | Vermont Lung Center, University of Vermont, Burlington, Vermont, United States",1,62
472,"TriWest Research Associates, El Cajon, California, United States | BioSolutions Clinical Research Center, La Mesa, California, United States | Neurovations Research, Napa, California, United States | Source Healthcare, Santa Monica, California, United States | International Spine Pain, and Performance Center, Washington, District of Columbia, United States | Rothman Orthopaedic Institute, Egg Harbor Township, New Jersey, United States | Hospital for Special Surgery, New York, New York, United States",1,140
473,"Laboratoire d'hématologie Hôpital Saint Antoine, Paris, France",1,300
474,"Clinical Research of South Florida, Coral Gables, Florida, United States | Clinical Physiology Associates, Fort Myers, Florida, United States | University of Miami, Miami, Florida, United States | Vista Health Research, Miami, Florida, United States | Johns Hopkins University, Baltimore, Maryland, United States | Optimal Research LLC, Rockville, Maryland, United States",1,62
475,"University of Alabama, Division of Endocrinology & Metabolism, Birmingham, Alabama, United States | Scripps Whittier Diabetes Institute, La Jolla, California, United States | Stanford University, Stanford, California, United States | University of Florida, Gainesville, Florida, United States | Diabetes Research Institute, Miami, Florida, United States | University of Kentucky, Lexington, Kentucky, United States | University of Minnesota, Minneapolis, Minnesota, United States | Desert Endocrinology CRC, Henderson, Nevada, United States | Nevada Alliance Against Diabetes, Las Vegas, Nevada, United States | University of North Carolina Diabetes Care Center, Chapel Hill, North Carolina, United States | American Health Research, Inc., Charlotte, North Carolina, United States | The Lindner Clinical Trial Center, Cincinnati, Ohio, United States | Providence Health Partners - Center for Clinical Research, Dayton, Ohio, United States | Cumberland Valley Endocrinology, Carlisle, Pennsylvania, United States | AM Diabetes & Endocrinology Center, Bartlett, Tennessee, United States | The University of Texas Southwestern Medical Center, Dallas, Texas, United States | Optimum Clinical Research, Inc., Salt Lake City, Utah, United States | The Strelitz Diabetes Center, Eastern VA Medical School, Norfolk, Virginia, United States | University of Wisconsin Health- West Clinic, Madison, Wisconsin, United States | Clinical and Transitional Science Institute, Milwaukee, Wisconsin, United States",1,63
476,"ISCI/University of Miami Miller School of Medicine, Miami, Florida, United States",1,65
477,"Reproductive Medicine Center, The affiliated Drum Towel Hospital of Nanjing University Medical School, Nanjing, Jiangsu, China",1,66
478,"Third Affiliated Hospital, Sun Yat-Sen University, Guangzhou, Guangdong, China",1,66
479,"Service de Réanimation Médicale, Hôpital Bocage, Dijon, France | Service de Réanimation Médicale, Hôpital Central, Nancy, France | Hôpital Hautepierre, Service de réanimation médicale, Strasbourg, France | UTCT, Hôpital Brabois, Vandoeuvre-les-Nancy, France",1,66
480,"University of California Irvine, Irvine, California, United States | University of Southern California (USC) - Keck School of Medicine (KSOM), Los Angeles, California, United States | University Of California Davis,4860 Y Street, Sacramento, California, United States | Baptist Health Medical Center, Jacksonville, Florida, United States | Medical College of Georgia at Augusta University, Augusta, Georgia, United States | Sarah Cannon Research Institute, LLC (Mercer University School of Medicine), Macon, Georgia, United States | University of Mississippi Medical Center, Jackson, Mississippi, United States | Cooper Research Institute, Camden, New Jersey, United States | Holy Medical Center, Teaneck, New Jersey, United States | Montefiore Medical Center, New York, New York, United States | Maimonides Medical Center, New York, New York, United States | Mercy Medical Center, New York, New York, United States | Thomas Jefferson University, Philadelphia, Pennsylvania, United States",1,66
481,"Houston Methodist Hospital, Houston, Texas, United States",1,66
482,"Genesis Institute of Cellular Medicine, Genesis (Trinidad and Tobago) Private Limited, San Fernando, Trinidad, Trinidad and Tobago",1,69
483,"Qianfoshan Hospital, Jinan, Shandong, China",1,60
484,"CHU de Saint-Etienne, Saint-Priest-en-Jarez, France | CHU de Saint-Etienne, Saint-Étienne, France",1,150
485,"Kasr El-Aini hospital and private IVF center, Cairo, Egypt",1,60
486,"Beijing Tiantan Hospital, Capital Medical University, Beijing, China",1,60
487,"Department of Orthopedics, M. S. Ramaiah Memorial Hospital, Bangalore, Karnataka, India | Department of Orthopedics, Kasturba Medical College, Manipal, Karnataka, India | Seth G. S. Medical College and KEM Hospital, Mumbai, Maharashtra, India | Jehangir Hospital, Pune, Maharashtra, India | Department of Immunology Sanjay Gandhi Post Graduate Institute of Medical Sciences, Lucknow, Uttar Pradesh, India",1,60
488,"Arizona Heart Institute, Phoenix, Arizona, United States | University of California - San Diego; Thornton, San Diego, California, United States | Washington Hospital Center, Washington, District of Columbia, United States | Rush University Medical Center, Chicago, Illinois, United States | The Care Group, Indianapolis, Indiana, United States | Jewish Hospital, Louisville, Kentucky, United States | Johns Hopkins University, Baltimore, Maryland, United States | Washington Adventist, Takoma Park, Maryland, United States | Minneapolis Heart Institute, Minneapolis, Minnesota, United States | Columbia Presbyterian Hospital, New York, New York, United States | University of Rochester - Strong Memorial, Rochester, New York, United States | University of Oklahoma Health Sciences Center, Oklahoma City, Oklahoma, United States | University of Pennsylvania Medical Center, Philadelphia, Pennsylvania, United States | Austin Heart Institute, Austin, Texas, United States | Texas Medical School, Houston, Texas, United States",1,60
489,"Department of Cardiovascular Surgery, Fuzhou, Fujian, China",1,60
490,"PRX Research, Mesquite, Texas, United States",1,400
491,"Unviersity of California, San Francisco, San Francisco, California, United States | Stormont-Vail, Topeka, Kansas, United States | Mount Sinai Hospital, New York, New York, United States | Vanderbilt University Medical Center, Nashville, Tennessee, United States",1,0
492,"University of Utah Orthopaedic Center, Salt Lake City, Utah, United States",1,60
493,"TCA Cellular Therapy, Covington, Louisiana, United States",1,60
494,"Asan medical Center, Seoul, Korea, Republic of | Samsung Medical Center, Seoul, Korea, Republic of",1,60
495,"Cell Therapy Center, University of Jordan, Amman, Jordan | Cell Therapy Center, Amman, Jordan",1,60
496,"Changhai hospital, Shanghai, China",1,60
497,"University of California San Francisco, San Francisco, California, United States | Stanford University, Stanford, California, United States | Massachusetts General Hospital, Boston, Massachusetts, United States | University of Minnesota Medical Center, Saint Paul, Minnesota, United States | Ohio State University, Columbus, Ohio, United States | University of Pittsburgh, Pittsburgh, Pennsylvania, United States",1,60
498,"Van Hanh General Hospital, Ho Chi Minh City, Ho Chi Minh, Vietnam",1,60
499,"Depatment of Orthopaedic Surgery, Hôpital Henri Mondor, Créteil, France | Department of Orthopaedic Surgery, CHRU Tours, Tours, France | Department of Orthopaedic Trauma, University of Ulm, Ulm, Germany | Istituto Ortopedico Rizzoli, Bologna, Bologna, Italy | Servicio de Cirugía Ortopédica y Traumatología ""A"", Hospital La Paz, Madrid, Spain",1,30
500,"Al-Azhar University hospitals and Al Azhar Regenerative Medicine International Center (ARMIC), Cairo, Egypt",1,60
