,Brief Title,count,enrolled
822,Mesenchymal Stem Cells; Donor and Role in Management and Reconstruction of Nonunion Fracture,1,10
823,Human Umbilical Cord-Mesenchymal Stem Cells for Pneumoconiosis,1,10
824,"Clinical Trial Phase I/II Prospective, Open Nonrandomized for Treatmen of Postoperative Air Leak After Lung Resection in High Risk Patients Through the Administration of Mesenchymal Autologous Cells",1,10
825,Study to Evaluate the Efficacy and Safety of AstroStem-V in Treatment of COVID-19 Pneumonia,1,10
826,Gene Transfer for ADA-SCID Using an Improved Lentiviral Vector (TYF-ADA),1,10
827,Evaluation of Umbilical Cord-Derived Wharton's Jelly Stem Cells for the Treatment of Acute Graft Versus Host Disease,1,10
828,The Use of Expandeded Mesenchymal Stromal Cells (MSC) in Premature Ovarian Failure (POF) in Adult Humans,1,10
829,Clinical Trial of Use of Autologous Bone Marrow Stem Cells Seeded on Porous Tricalcium Phosphate Matrix and Demineralized Bone Matrix in Patients With Osteonecrosis,1,10
830,Mesenchymal Stem Cell Therapy for Bronchopulmonary Dysplasia in Preterm Babies,1,10
831,Intratracheal Umbilical Cord-derived Mesenchymal Stem Cells for Severe Bronchopulmonary Dysplasia,1,10
832,Clinical Study on the Use of Symbios Xenograft for Sinus Floor Elevation,1,10
833,Use of Mesenchymal Stem Cells (MSCs) Differentiated Into Neural Stem Cells (NSCs) in People With Parkinson's (PD).,1,10
834,Use of Wharton Jelly Derived Mesenchymal Stem Cells for Knee Osteoarthrosis,1,10
835,Concomitant Use of Buccal Fat Pad Derived Cells and Autogenous Bone in Alveolar Cleft Osteoplasty,1,10
836,Autologous Adipose Derived Stem Cell Therapy for Intervertebral Disc Degeneration,1,10
837,Mesenchymal Stem Cells in Multiple Sclerosis (MSCIMS),1,10
838,Safety Study of Bone-marrow Derived Mesenchymal Stromal Cells Associated With Endobronchial Valves in Emphysema,1,10
839,A Study on Radiation-induced Pulmonary Fibrosis Treated With Clinical Grade Umbilical Cord Mesenchymal Stem Cells,1,10
840,Umbilical Cord Mesenchymal Stem Cells in the Treatment of Moderate/Severe Chronic Graft-versus-host Disease,1,10
841,Adipose Stem Cells for Traumatic Spinal Cord Injury,1,10
842,Safety and Efficacy Study of Umbilical Cord Blood-Drived Mesenchymal Stem Cells to Promote Engraftment of Unrelated Hematopoietic Stem Cell Transplantation,1,10
843,Safety Study of Liver Regeneration Therapy Using Cultured Autologous BMSCs,1,10
844,Study of Mesenchymal Stem Cells for Pediatric Perianal Fistulizing Crohn's Disease,1,10
845,Treatment Of Maxillary Bone Cysts With Autologous Bone Mesenchymal Stem Cells (MSV-H),1,11
846,Follow-up Study for Participants Jointstem Clinical Trial,1,11
847,Reduce Immunosuppression With Atmp in NS ChildrEn,1,11
848,Safety of ADSTEM Injection in Patients With Moderate to Severe Subacute and Chronic Atopic Dermatitis,1,11
849,Treatment of Refractory Systemic Lupus Erythematosus by Allogeneic Mesenchymal Stem Cells Derived From the Umbilical Cord,1,10
850,Safety and Tolerability Study of MSC Exosome Ointment,1,10
851,Lentiviral FVIII Gene Therapy,1,10
852,Transfer of Bone Marrow Derived Stem Cells for the Treatment of Spinal Cord Injury,1,10
853,Perinatal Arterial Stroke Treated With Stromal Cells Intranasally,1,10
854,Safety Study of Homeo-GH (Bone Marrow Derived Clonal Mesenchymal Stem Cell) to Treat Acute/Chronic Graft Versus Host Disease (GVHD),1,10
855,"A Phase I Study of ExoFlo, an ex Vivo Culture-expanded Adult Allogeneic Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicle Isolate Product, for the Treatment of Medically Refractory Crohn's Disease",1,10
856,Tissue Engineered Constructs for Alveolar Cleft Repair,1,10
857,"FANCA Gene Transfer for Fanconi Anemia Using a High-safety, High-efficiency, Self-inactivating Lentiviral Vector",1,10
858,Mesenchymal Stem Cells to Treat Ischemic Cardiomyopathy,1,10
859,Evaluate the Safety and Explore Efficacy of Umbilical Cord Mesenchymal Stem Cells in Acute Myocardial Infarction,1,10
860,Safety and Feasibility Study of Administration of Mesenchymal Stemcells for Treatment of Emphysema,1,10
861,Cranial Reconstruction Using Mesenchymal Stromal Cells and Resorbable Biomaterials,1,10
862,Mesenchymal Stromal Cells for COVID-19 and Viral Pneumonias,1,10
863,Mensenchymal Stem Cell (MSC) Included in OrthADAPT Membrane for Rotator Cuff Tears Repair,1,10
864,Mesenchymal Stem Cell for Acute Respiratory Distress Syndrome Due for COVID-19,1,10
865,Mesenchymal Stem Cell in Patients With Acute Severe Respiratory Failure,1,10
866,Allogeneic BM-MSCs in Patients With Lumbar Facet Arthropathy,1,10
867,Stem Cells Tratment for the Local Feminine Stress Urinary Incontinence Treatment (HULPURO),1,10
868,Evaluate Safety of Adipose Derived Mesenchymal Stem Cell Transplantation for Type 1 Diabetes Treatment,1,10
869,Umbilical Cord Derived Mesenchymal Stem Cells Therapy in Aplastic Anemia,1,10
870,Subarachnoid Administrations of Adults Autologous Mesenchymal Stromal Cells in SCI,1,10
871,Study of ExoFlo for the Treatment of Medically Refractory Ulcerative Colitis,1,10
872,Efficacy of Stem Cell Therapy in Ambulatory and Non-ambulatory Children With Duchenne Muscular Dystrophy - Phase 1-2,1,10
873,hUC Mesenchymal Stem Cells (19#iSCLife®-CSD) Therapy for Patients With Healing Poor After Uterus Injury,1,10
874,Mesenchymal Stem Cells Therapy for Treatment of Airway Remodeling in Mustard Patients,1,10
875,Evaluation of Autologous Adipose Derived Mesenchymal Stromal Cells (AD-MSC) Transplantation in Ultra Filtration Failure (UFF),1,10
876,A Study to Evaluate the Potential of Mesenchymal Stromal Cells to Treat Obliterative Bronchiolitis After Lung Transplantation,1,10
877,Treatment of Stress Urinary Incontinence in Women With Autologous Adipose-derived Mesenchymal Stem Cells,1,10
878,Treatment of Osteoarthritic Knee With High Tibial Osteotomy and Implantation of Allogenic Human Umbilical Cord Blood-derived Stem Cells.,1,10
879,Effect Of Mesenchymal Stem Cells Transfusion on the Diabetic Peripheral Neuropathy Patients .,1,10
880,Allogenic Bone Marrow Mesenchymal Stem Cells Infusion in Patients With Steroid-refractory GVHD,1,10
881,Autologous Mesenchymal Stem Cells Transplantation in Cervical Chronic and Complete Spinal Cord Injury,1,10
882,Mesenchymal Stem Cells and Myocardial Ischemia,1,10
883,Safety of Umbilical Cord Mesenchymal Stem Cell Local Intramuscular Injection for Treatment of Uterine Scars,1,10
884,Umbilical Cord Derived Mesenchymal Stem Cells Therapy in Hypoxic Ischemic Encephalopathy,1,10
885,Stromal Vascular Fraction (SVF) for Treatment of Recto-vaginal Fistula,1,10
886,Lentiviral FIX Gene Therapy,1,10
887,"Evaluation of Maximum Tolerated Dose, Safety and Efficiency of MSC11FCD Therapy to Recurrent Glioblastoma Patients",1,10
888,Effect on Allogenic Mesenchymal Stem Cells on Osseointegration of Dental Implants,1,10
889,Mesenchymal Stromal Cells (MSCs) for the Treatment of Graft Versus Host Disease (GVHD),1,10
890,Safety of Mesenchymal Stem Cell Extracellular Vesicles (BM-MSC-EVs) for the Treatment of Burn Wounds,1,10
891,Transplantation of Bone Marrow Mesenchymal Stem Cell in Crohn's Disease,1,10
892,Autologous Stem Cells in Achilles Tendinopathy,1,10
893,Umbilical Cord Derived Mesenchymal Stem Cells Therapy in Ischemic Cardiomyopathy,1,10
894,MSC Administration for the Management of Type 1 Diabetic Patients,1,10
895,Autologous Adipose-Derived Stromal Cells Delivered Intra-articularly in Patients With Osteoarthritis.,1,10
896,Intra-articular Injection of MSC-derived Exosomes in Knee Osteoarthritis (ExoOA-1),1,10
897,Umbilical Cord Mesenchymal Stem Cells Transplantation in the Treatment of Bronchopulmonary Dysplasia,1,10
898,The Use of Autologous Mesenchymal Stem Cell Preparation for Treatment of Refractory Migraine,1,10
899,Fertility Restoration Using Autologous Mesenchymal Stem Cells,1,10
900,A Study to Collect Bone Marrow for Process Development and Production of BM-MSC to Treat Severe COVID19 Pneumonitis,1,10
901,Exploring the Efficacy and Safety of CS20AT04 (Allogenic Bone Marrow-Derived Stem Cell) in Systemic Lupus Erythematosus Patients,1,10
902,Utilization of Autologous Mesenchymal Cells in Posterolateral Spinal Fusion in Degenerative Spine Disease,1,10
903,Stem Cells for Treatment of Bronchopleural Fistula,1,10
904,Bone Marrow Aspirate Concentrate (BMAC)Treatment for Knee Osteoarthritis,1,10
905,Treatment of Urinary Incontinence in Men After Prostatectomy With Autologous Adipose-derived Mesenchymal Stem Cells,1,10
906,Prochymal™ Adult Human Mesenchymal Stem Cells for Treatment of Moderate-to-severe Crohn's Disease,1,10
907,Experimental Autologous Mesenchymal Stem Cell Therapy in Treatment of Chronic Autoimmune Urticaria,1,10
908,The Pilot Experimental Study of the Neuroprotective Effects of Exosomes in Extremely Low Birth Weight Infants,1,10
909,Effectiveness of Adipose Tissue Derived Mesenchymal Stem Cells as Osteogenic Component in Composite Grafts,1,8
910,A Study to Evaluate the Potential Role of Mesenchymal Stem Cells in the Treatment of Idiopathic Pulmonary Fibrosis,1,8
911,Treatment of Early Knee Osteoarthritis With Autologous Adipose-derived Mesenchymal Stem Cells,1,8
912,Bone Marrow Derived Allogeneic Mesenchymal Stromal Cells to Non-healing Diabetic Foot Wounds,1,2
913,Stem Cell Fistula Plug in Post Surgical Leak Fistulas,1,2
914,Intestinal Mesenchymal Stem Stells and Inflammatory Bowel Diseases,1,2
915,Sperm Production in Kleinfelter Syndrome Patients After Mesenchymal Stem Cell Injection,1,1
916,"Autologous, Culture-Expanded Mesenchymal Stromal Cells for Degenerative Disc Disease",1,1
917,RAPA-501-Allo Therapy of COVID-19-ARDS,1,1
918,Mesenchymal Stem Cells for Treatment of Amyotrophic Lateral Sclerosis (ALS),1,1
919,Bone Marrow Stem Cells as a Source of Allogenic Hepatocyte Transplantation in Homozygous Familial Hypercholesterolemia,1,1
920,Intra-articular Injection of MSCs in Treatment of Knee OA,1,1
921,Early Treatment of Acute Graft Versus Host Disease With Bone Marrow-Derived Mesenchymal Stem Cells and Corticosteroids,1,1
922,Left Ventricular Assist Device Combined With Allogeneic Mesenchymal Stem Cells Implantation in Patients With End-stage Heart Failure.,1,1
923,Safety and Effectiveness of Autologous Adipose Tissue Derived Mesenchymal Stem Cell Implantation in Patients With CP,1,1
924,When to Apply to Which Patient in MSC?,1,1
925,Treatment of Sequelae Caused by Severe Brain Injury With Autologous Adipose-derived Mesenchymal Stem Cells,1,1
926,Safety Study of Use of Autologous Bone Marrow Derived Stem Cell in Treatment of Age Related Macular Degeneration,1,1
927,Safety and Tolerability Of Allogeneic Mesenchymal Stromal Cells in Pediatric Inflammatory Bowel Disease,1,1
928,Allogeneic Human Umbilical Cord Mesenchymal Stem Cells for a Single Male Patient With Duchenne Muscular Dystrophy (DMD),1,1
929,Allogeneic Human Mesenchymal Stem Cells (hMSCs) Infusion in Patients With Treatment Resistant Depression,1,1
930,Clinical Trial of Allogeneic Mesenchymal Cells From Umbilical Cord Tissue in Patients With COVID-19,1,0
931,MT2014-14 IT-MSC for Advanced Cerebral Adrenoleukodystrophy (cALD),1,0
932,Multi-Center Study Safety of Adipose Derived Mesenchymal Stem Cells for the Treatment of Multiple Sclerosis,1,2
933,Mesenchymal Stem Cell Based Therapy for the Treatment of Osteogenesis Imperfecta,1,2
934,Long-term Safety and Efficacy Follow-up Study of PNEUMOSTEM® in Patients Who Completed PNEUMOSTEM® Phase-I Study,1,8
935,Intravitreal Mesenchymal Stem Cell Transplantation in Advanced Glaucoma.,1,2
936,A Follow-up Study to Evaluate the Safety of ALLO-ASC-DFU in ALLO-ASC-DFU-101 Clinical Trial,1,4
937,Liver Regeneration Therapy by Intrahepatic Arterial Administration of Autologous Adipose Tissue Derived Stromal Cells,1,4
938,Safety and Efficacy Assessment of Autologous Bone-marrow Derived Adult Mesenchymal Stem Cell Therapy in Patients With Anoxic(or Hypoxic) Brain Injury Pilot Trial,1,4
939,Mesenchymal Stem Cell Transplantation in the Treatment of Chronic Antibody Mediated Kidney Graft Rejection (ABMR),1,4
940,Properties of Mesenchymal Stem Cells in Lung Transplant,1,4
941,Stem Cell in Acute Myocardial Infarction,1,4
942,Mesenchymal Stem Cell Treatment for Primary Osteoarthritis Knee,1,4
943,Safety of Human Embryonic Stem Cell (hESC)-Derived Mesenchymal Stem Cells in Interstitial Cystitis,1,3
944,Escalated Application of Mesenchymal Stem Cells in Amyotrophic Lateral Sclerosis Patients,1,3
945,Osteogenic Effects in Human Mesenchymal Stem Cells Enhanced by Wnt Signaling,1,3
946,"PHASE II CLINICAL TRIAL Prospective, Open, Nonrandomized Treatment of Osteonecrosis of the Femoral Head by the Administration of Autologous Mesenchymal Stem Cells",1,3
947,A Safety Study of IV Stem Cell-derived Extracellular Vesicles (UNEX-42) in Preterm Neonates at High Risk for BPD,1,3
948,Clinical Ex Vivo Expansion of Human Umbilical Cord Blood Stem and Progenitor Cells,1,3
949,Mesenchymal Stem Cell and Islet Co-transplantation,1,3
950,University of Wisconsin hMSC Cell Bank: Bone Marrow Donor Protocol,1,3
951,Allogeneic Human Cells (hMSC) Via Intravenous Delivery in Patients With Mild Asthma,1,3
952,Transplantation of Autologous Mesenchymal Stem Cell in Decompensate Cirrhotic Patients With Pioglitazone,1,3
953,The Effects of Antibiotic Combinations on Stem Cells,1,3
954,Umbilical Cord Derived Mesenchymal Stem Cells Treatment in Ischemic Stroke,1,2
955,A Clinical Trial to Determine the Safety and Efficacy of Hope Biosciences Autologous Mesenchymal Stem Cell Therapy (HB-adMSCs) for the Treatment of Alzheimer's Disease,1,0
956,Use of MRI Labeling Technique to Track Mesenchymal Stem Cell Survival in Orthopaedic Conditions,1,0
957,Study of Allogeneic Adipose-Derived Mesenchymal Stem Cells for Non-COVID-19 Acute Respiratory Distress Syndrome,1,0
958,Safety and Efficacy Study of NeoFuse in Subjects Requiring Posterolateral Lumbar Fusion,1,0
959,Lumbar Degenerative Disc Disease Treatment With Bone Marrow Autologous Mesenchymal Stem Cells (MSV),1,0
960,Study of MSC-Exo on the Therapy for Intensively Ill Children,1,0
961,The Transendocardial Autologous Cells (hMSC) or (hMSC) and (hCSC) in Ischemic Heart Failure Trial.,1,0
962,A Clinical Trial to Study the Efficacy and Safety of Stempeucel® in Patients With CLI Due to Buergers Disease,1,0
963,Phase 1 Crohn's Pediatric Sub-study of MSC AFP,1,0
964,"Clinical Study of the Efficacy and Safety of the Application of Allogeneic Mesenchymal (Stromal) Cells of Bone Marrow, Cultured Under the Hypoxia in the Treatment of Patients With Severe Pulmonary Emphysema",1,0
965,Autologous Adipose Tissue Derived Mesenchymal Stem Cells Transplantation in Patient With Lumbar Intervertebral Disc Degeneration,1,0
966,The Effects of Stromal Vascular Fraction and Mesenchymal Stem Cells as Intra-articular Injection in Knee Joint Osteoarthritis,1,0
967,Intraventricular Transplantation of Mesenchymal Stem Cell in Patients With ALS,1,0
968,Clinical Study of Umbilical Cord Tissue Mesenchymal Stem Cells (UC-MSC) for Treatment of Osteoarthritis,1,0
969,Study of Intravenous Administration of Allogeneic Adipose-Derived Mesenchymal Stem Cells for COVID-19-Induced Acute Respiratory Distress,1,0
970,Therapy for Pneumonia Patients iInfected by 2019 Novel Coronavirus,1,0
971,Treatment of Atrophic Nonunion Fractures by Autologous Mesenchymal Stem Cell Percutaneous Grafting,1,0
972,Mesenchymal Stromal Cells for Ischemic Stroke,1,0
973,Collagen Scaffolds Loaded With HUCMSCs for the Improvement of Erectile Function in Men With Diabetes,1,0
974,Adipose Stromal Cells Injection in the Myocardium for Induction of Revascularization,1,0
975,Mesenchymal Stem Cells In Cisplatin-Induced Acute Renal Failure In Patients With Solid Organ Cancers,1,0
976,Autologous Cell Therapy After Stroke,1,0
977,A Safety and Efficacy Study of Autologous Bone Marrow Derived Mesenchymal Stem Cells in Critical Limb Ischemia,1,0
978,Bone Marrow-derived Mesenchymal Stem Cells (MSC) Administration in Weaning From Left Ventricular Assist Device,1,0
979,Infusions of Mesenchymal Stromal Cells in Children With Multisystem Inflammatory Syndrome,1,0
980,Allogeneic Mesenchymal Stromal Cells in Elderly Patients With Hip Fracture,1,0
981,Safety of Escalating Doses of Intravenous Bone Marrow-Derived Mesenchymal Stem Cells in Patients With a New Ischemic Stroke,1,0
982,Mesenchymal Stem Cells as a Treatment for Oral Complications of Graft-versus-host Disease,1,0
983,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for Tourette Syndrome,1,0
984,Mesenchymal Stromal Cells for Haplo Hematopoietic Cell Transplantation for Sickle Cell Disease,1,0
985,Adult Stem Cell Response to Burn Injury,1,0
986,Safety of Allogeneic Bone Marrow Derived Mesenchymal Stem Cells in Subjects With Osteoarthritis,1,0
987,Human MesenchymAl Stem Cells Infusion in Patients With Cystic Fibrosis,1,0
988,Safety and Feasibility Study of Cell Therapy in Treatment of Spinal Cord Injury,1,0
989,OTI-010 for Graft-Versus-Host Disease Prophylaxis in Treating Patients Who Are Undergoing Donor Peripheral Stem Cell Transplantation for Hematologic Malignancies,1,0
990,AlloGeneic Human Mesenchymal Stem Cells (hMSC) in PAtients With FistuLizing Crohn's Disease Via PErifistula iNjEctions (GALENE),1,0
991,Stem Cells for the Improvement of Erectile and Cardiac Function in Aging Men,1,0
992,Safety and Feasibility Study of Mesenchymal Trophic Factor (MTF) for Treatment of Osteoarthritis,1,0
993,Mesenchymal Stem Cells for the Treatment of Pouch Fistulas in Crohn's,1,0
994,Ex Vivo Cultured Adult Allogenic MSCs in Ischemic Cerebral Stroke,1,0
995,Using Mesenchymal Stem Cells to Fill Bone Void Defects in Patients With Benign Bone Lesions,1,0
996,Mesenchymal Stem Cell Injection in Amyotrophic Lateral Sclerosis,1,0
997,Mesenchymal Stem Cells for Lumbar Degenerative Disc Disease,1,0
998,Allogeneic Human Mesenchymal Stem Cell Injection in PAtieNts With FaceTogenic Back Pain,1,0
999,Umbilical Cord Tissue (UC) Derived Mesenchymal Stem Cells (MSCs) Versus Placebo to Treat Acute Pulmonary Inflammation Due to COVID-19,1,0
1000,Safety and Efficacy Study of Matrilin-3 Pretreated Autologous Adipose Derived Mesenchymal Stem Cells Implantation in Chronic Low Back Pain Patients With Lumbar Intervertebral Disc Degeneration,1,4
1001,Bone Marrow Mesenchymal Stem Cells in Erectile Dysfunction (ED),1,4
1002,Mesenchymal Stem Cells Under Basiliximab/Low Dose RATG to Induce Renal Transplant Tolerance,1,4
1003,Study to Evaluate Safety and Efficacy of ALLO-ASC-SHEET in Subjects With Dystrophic Epidermolysis Bullosa,1,6
1004,Safety and Potential Efficacy of Human Mesenchymal Stem Cells in Non-Cystic Fibrosis Bronchiectasis,1,6
1005,Mesenchymal Stem Cells Transplantation in Patients With Chronic Renal Failure Due to Polycystic Kidney Disease,1,6
1006,Mesenchymal Stromal Cells in Kidney Transplant Recipients,1,6
1007,MSC for Occlusive Disease of the Kidney,1,6
1008,Intravenous Transplantation of Mesenchymal Stem Cell in Patients With ALS,1,6
1009,Treatment of Non Union of Long Bone Fractures by Autologous Mesenchymal Stem Cell,1,6
1010,Large-scale Expansion and Characterization of Mesenchymal Stem Cells for Clinical Application,1,6
1011,Mesenchymal Stem Cell Infusion in Haploidentical Hematopoietic Stem Cell Transplantation in Patients With Hematological Malignancies,1,6
1012,Mesenchymal Stem Cells for The Treatment of Knee Osteoarthritis (KOA).,1,6
1013,Safety Study of PLX-PAD Cells to Treat Pulmonary Arterial Hypertension (PAH),1,6
1014,Safety Evaluation of Cellavita HD Administered Intravenously in Participants With Huntington's Disease,1,6
1015,Intrathecal Autologous ADRC Treatment of Autoimmune Refractory Epilepsy,1,6
1016,Bone Marrow Aspirate Concentrate Use in Hip Osteoarthritis,1,6
1017,Pilot Trial of Mesenchymal Stem Cells for Systemic Lupus Erythematosus,1,6
1018,Study of 3 Doses of NeoFuse Combined With MasterGraft Granules in Subjects Requiring Posterolateral Lumbar Fusion (PLF),1,6
1019,Autologous Transplantation of Mesenchymal Stem Cells (MSCs) and Scaffold in Full-thickness Articular Cartilage,1,6
1020,Articular Cartilage Resurfacing With Mesenchymal Stem Cells In Osteoarthritis Of Knee Joint,1,6
1021,Treatment Of Bone Cyst With Bone Marrow Mesenchymal Cell Transplantation,1,6
1022,Study of hCT-MSC in Newborn Infants With Moderate or Severe HIE,1,6
1023,Evaluation of EpiBone-CMF for Mandibular Ramus Reconstruction,1,6
1024,Safety and Efficacy of YB-1113 in Treatment of POI,1,6
1025,Mesenchymal Stem Cells for The Treatment of Frailty Syndrome,1,6
1026,Autologous Bone Marrow Derived Mesenchymal Stromal Cells (BM-MSCs) in Patients With Chronic Kidney Disease (CKD),1,7
1027,Autologous Adipose Derived MSCs Transplantation in Patient With Spinal Cord Injury.,1,8
1028,Bone Marrow Derived Mesenchymal Stem Cells in Improving Heart Function in Patients With Heart Failure Caused by Anthracyclines,1,7
1029,Safety of Allogeneic Human Umbilical Cord Mesenchymal Stem Cells (UC-MSCs) to Treat Perianal Fistulas Patients With Crohn's Disease,1,7
1030,Safety and Tolerance of Immunomodulating Therapy With Donor-specific MSC in Pediatric Living-Donor Liver Transplantation,1,7
1031,Allogeneic Human Bone Marrow Derived Mesenchymal Stem Cells in Localized Prostate Cancer,1,7
1032,Re-treatment From a Phase I Study of MSC-AFP in Patients With Perianal Fistulas,1,7
1033,Safety and Efficacy of Expanded Allogeneic AD-MSCs in Patients With Moderate to Severe Psoriasis,1,7
1034,Subconjunctival Injection of Allogeneic Mesenchymal Stem Cells in Severe Ocular Chemical Burn,1,7
1035,Treatment of Cerebellar Ataxia With Mesenchymal Stem Cells,1,7
1036,Intra-Osseous Co-Transplant of UCB and hMSC,1,6
1037,Evaluate the Safety of CS20AT04 Inj. in Subjects With Lupus Nephritis,1,7
1038,ADMSCs for the Treatment of Systemic Sclerosis,1,7
1039,Mesenchymal Stromal Cell Therapy For The Treatment Of Acute Respiratory Distress Syndrome,1,7
1040,Mesenchymal Stem Cells for Progressive Multiple Sclerosis_Sweden,1,7
1041,Stem Cells for Uremic Calciphylaxis Patients,1,7
1042,Treatment With Allogeneic Adipose-derived Mesenchymal Stem Cells in Patients With Aqueous Deficient Dry Eye Disease,1,7
1043,Treatment of Systemic Lupus Erythematosus With Pooled Allogenic Mesenchymal Stem Cells,1,7
1044,Follow-up Study of Autologous Adipose-derived Stem Cells (ANTG-ASC) for the Complex Fistula (ANTG-ASC-211),1,6
1045,Side Effects of Autologous Mesenchymal Stem Cell Transplantation in Ankle Joint Osteoartritis,1,6
1046,Tolerance by Engaging Antigen During Cellular Homeostasis,1,6
1047,Serial Infusions of Allogeneic Mesenchymal Stem Cells in Cardiomyopathy Patients With Left Ventricular Assist Device,1,4
1048,An Exploratory Study of ADR-001 in Patients With Severe Pneumonia Caused by SARS-CoV-2 Infection,1,6
1049,The Effect of Human Adipose Tissue-derived MSCs in Romberg's Disease,1,5
1050,Stem Cell Coated Fistula Plug in Patients With Crohn's RVF,1,5
1051,Safety of ALLO-ASC-DFU in the Patients With Diabetic Foot Ulcers,1,5
1052,Validation of a Production Method of Stem Cell Isolated From the Nasal Cavity for an Innovative Cell Therapy of Cleft Palate,1,5
1053,Study of the Effectiveness of Autologous Bone Marrow-Derived Mesenchymal Stem Cells in Fibrin to Treat Chronic Wounds,1,5
1054,Allogeneic ABCB5-positive Stem Cells for Treatment of Acute-on-Chronic Liver Failure,1,5
1055,A Follow-up Study to Evaluate the Safety of ALLO-ASC-DFU in ALLO-ASC-BI-101 Clinical Trial,1,5
1056,Pediatric MSC-AFP Sub-study for Crohn's Fistula,1,5
1057,Allogenic Mesenchymal Stem Cell Derived Exosome in Patients With Acute Ischemic Stroke,1,5
1058,Mesenchymal Stem Cells (MSC) for Ovarian Cancer,1,5
1059,Evaluation of Autologous Mesenchymal Stem Cell Transplantation in Chronic Spinal Cord Injury: a Pilot Study,1,5
1060,A Follow-up Study to Evaluate the Efficacy and Safety of ALLO-ASC-DFU in ALLO-ASC-EB-101 Clinical Trial,1,5
1061,Allogenic AD-MSC Transplantation in Idiopathic Nephrotic Syndrome (Focal Segmental Glomerulosclerosis),1,5
1062,Efficacy and Safety of Expanded UCMSCs On Patients With Moderate to Severe Psoriasis,1,5
1063,Combination of Autologous MSC and HSC Infusion in Patients With Decompensated Cirrhosis,1,5
1064,Use of Mesenchymal Stem Cells for Alveolar Bone Tissue Engineering for Cleft Lip and Palate Patients,1,5
1065,Allogeneic hMSC Injection in Patients With Hypoplastic Left Heart Syndrome,1,5
1066,"A Study to Assess the Safety, Tolerability and Potential Efficacy of a Tracheal Replacement Consisting of a Tissue-engineered Tracheal Scaffold With Seeded Mesenchymal Cells",1,4
1067,Use of Stem Cells Cultured on a Scaffold for the Treatment of Aneurysmal Bone Cysts (ABC),1,4
1068,ENgineered Tissue Repair of BronchopleUral fiSTula,1,5
1069,Transplantation of Allogeneic MSC in Patients With Pulp Necrosis and Chronic Apical Periodontitis,1,5
1070,Evaluate the Safety and Feasibility of Injecting PMD-MSC Into the Penis to Treat the Symptoms of PD,1,5
1071,Study to Evaluate the Safety of ALLO-ASC-DFU in the Subjects With Dystrophic Epidermolysis Bullosa,1,5
1072,Mesenchymal Stem Cell Transplantation in Osteoarthritis of Hip Joint,1,6
1073,Clinical Trial of Autologous Adipose Tissue Derived Stromal Cell Therapy for Ischemic Heart Failure,1,6
1074,"Allo-HCT MUD for Non-malignant Red Blood Cell (RBC) Disorders: Sickle Cell, Thal, and DBA: Reduced Intensity Conditioning, Co-tx MSCs",1,6
1075,Liver Regeneration Therapy Using Autologous Adipose Tissue Derived Stromal Cells,1,6
1076,Distraction Osteogenesis in Limb-length Discrepancy With Mesenchymal Cell Transplantation,1,6
1077,Alzheimer's Disease Stem Cells Multiple Infusions,1,6
1078,Evaluation of Clinical and Bone Density Improvement After Implantation of Allogenic Mesenchymal Stem Cell From Umbilical Cord on Osteoporosis Patients,1,5
1079,A Study to Evaluate the Safety of ALLO-ASC-DFU in the Subjects With Deep Second-degree Burn Wound,1,5
1080,In Vivo Tracking of USPIO Labeled MSC in the Heart,1,5
1081,Safety Assessment of Intravitreal Mesenchymal Stem Cells for Acute Non Arteritic Anterior Ischemic Optic Neuropathy,1,5
1082,Mesenchymal Stem Cells Transplantation for Liver Cirrhosis Due to HCV Hepatitis,1,5
1083,Repeated Infusions of Mesenchymal Stromal Cells in Children With Osteogenesis Imperfecta,1,5
1084,Treatment of COVID-19 Patients Using Wharton's Jelly-Mesenchymal Stem Cells,1,5
1085,"Study of Donor Derived, Multi-virus-specific, Cytotoxic T-Lymphocytes for Relapsed/Refractory Neuroblastoma",1,5
1086,Autologous Mesenchymal Stem Cell Transplant for Parkinson's Disease,1,5
1087,"The Combined Effect of Mesenchymal Stem Cell, HA-CaSO4,BMP-2, and Implant in Inducing The Healing of Critical-Sized Bone Defect",1,5
1088,Safety and Effectiveness Study of Allogeneic Umbilical Cord Blood-derived Mesenchymal Stem Cell in Patients With RDEB,1,5
1089,Treatment With MSC in HIV-infected Patients With Controlled Viremia and Immunological Discordant Response,1,5
1090,Mesenchymal Stromal Cells as Treatment of Chronic Graft-versus-host Disease,1,11
1091,BMT Autologous MSCs for GvHD,1,11
1092,Allogeneic Stem Cells Implantation Combined With Coronary Bypass Grafting in Patients With Ischemic Cardiomyopathy,1,11
1093,Mesenchymal Stem Cells in Early Rheumatoid Arthritis,1,20
1094,MSCs Source of Sweat Gland Cells of Large Area Skin Injury Patients Transplant of the Wound,1,20
1095,"Clinical Trial I/II Opened, Randomized and Controlled for the Study of the Use of Stem Cells Therapy in Insulinized Diabetic Patients Type 2 With Critical Ischemia in Lower Limbs (CLI): Study of the Needs of Insulin",1,20
1096,Mesenchymal Stem Cell Therapy (MSCs) and Conditioned Medium Therapy for Osteoartrithis,1,20
1097,Human Umbilical Cord Mesenchymal Stem Cell Transplantation in Articular Cartilage Defect,1,20
