,Official Title,count,enrolled
1078,"A Multi-center, Randomized, Sham-controlled, Double-blind, Ascending-dose Study of Extracorporeal Mesenchymal Stromal Cell Therapy (SBI-101 Therapy) in Subjects With Acute Kidney Injury Receiving Continuous Renal Replacement Therapy",1,24
1079,Safety and Efficacy Study of Human Umbilical Cord-Mesenchymal Stem Cells for Hepatic Cirrhosis,1,20
1080,Cell-Based Therapy in Rheumatoid Arthritis: Proof of Concept Phase 1 Trial,1,20
1081,A Phase I-IIa Safety and Efficacy Pilot Clinical Trial of Intraarticular Administration of Autologous Mesenchymal Cells for Meniscus Injury,1,20
1082,"Between Umbilical Cord Mesenchymal Stem Cells Sources Sweat Gland Samples of Large Area Skin Wound Injury Patients Before and After the Transplant Center, Open, Random, Own More Controlled Clinical Trials",1,20
1083,"Clinical Trial I/II Opened, Randomized and Controlled for the Study of the Use of Stem Cells Therapy in Insulinized Diabetic Patients Type 2 With Critical Ischemia in Lower Limbs: Study of the Needs of Insulin",1,20
1084,Innovative Osteoarthritis Therapy Using Combination of Mesenchymal Stem Cell (MSC) and Conditioned Medium (CM): A Comparative Study on Arthroscopy and Non-Arthroscopy,1,20
1085,Phase I Study of Human Umbilical Cord Mesenchymal Stem Cell Implantation in the Treatment of Articular Cartilage Defect of Knee,1,20
1086,Ulcerative Colitis Stem Cell Therapy,1,20
1087,A Randomized Control Clinical Trial to Evaluate the Efficacy of Intra-articular Injections of Mesenchymal Stem Cells Versus Hyaluronic Acid in Patients Affected by Osteoarthritis of the Knee,1,20
1088,Safety and Efficacy Study of Traumatic Bone Defects Treatment With Use of 3D Tissue Engineered Equivalent.,1,20
1089,Intermediate Size Expanded Access for the Use of ExoFlo in the Treatment of Abdominal Solid Organ Transplant Patients Who Are at Risk of Worsening Allograft Function With Conventional Immunosuppressive Therapy Alone,1,20
1090,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Parkinson's Disease,1,20
1091,Autologous Fat Grafting in the Treatment of Critical Limb Ischaemia Non Suitable for Revascularization: The Adipose Tissue - Critical Limb Ischaemia (ADIPOCLI) Trial Protocol,1,20
1092,"Double-blind, Randomized, Controlled, Clinical Trial to Assess the Efficacy of Allogenic Mesenchymal Stromal Cells in Patients With Acute Respiratory Distress Syndrome Due to COVID-19",1,20
1093,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for the Treatment of Skin Ulcer,1,20
1094,A Phase IB/IIA Study of Ossium Vertebral Bone Marrow Derived Mesenchymal Stem Cells (vBM-MSC) for the Treatment of Ileal Anal Anastomosis and Ileal Pouch Fistulas in the Setting of Crohn's Disease of the Pouch,1,20
1095,Is Fetal Hemoglobin a Key for Improvement of Hypoxia and Saving Last Breath in COVID-19 Patient?. A Pilot Study.,1,20
1096,Clinical Study on Autologous Stromal Vascular Fraction(SVF) Treatment for Benign Airway Stenosis and Respiratory Tract Fistula,1,20
1097,Clinical Trial Phase IIa to Evaluate the Safety and Effectiveness of Treatment With Fat-derived Mesenchymal Allogenic Mesenchymal Troncal Cells in Patients With Single Inflammatory Stenosis in the Context of Crohn's Disease.,1,20
1098,Mesenchymal Stromal Cell-based Therapy for COVID-19-associated Acute Respiratory Distress Syndrome: a Pilot Clinical Study,1,20
1099,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Systemic Sclerosis,1,20
1100,Feasibility Study of Human Umbilical Cord Tissue-Derived Mesenchymal Stem Cells in Patients With Multiple Sclerosis,1,20
1101,Mesenchymal Stem Cell Transplantation in the Treatment of Chronic Allograft Nephropathy,1,20
1102,"Phase 1 Safety Study of Autologous Bone Marrow-derived Mesenchymal Stem Cell-derived Neural Progenitor Cells (MSC-NP), Expanded Ex Vivo, Administered Intrathecally in Patients With Multiple Sclerosis",1,20
1103,Safety and Efficacy of Intravenous Infusion of Bone Marrow-Derived Mesenchymal Stem Cells in Severe Patients With Coronavirus Disease 2019 (COVID-19): A Phase 1/2 Randomized Controlled Trial,1,20
1104,Mesenchymal Stem Cell Therapy for Liver Cirrhosis: A Phase I/II Study,1,20
1105,The Evaluation of the Safety and Effectiveness of Mesenchymal Stem Cell-derived Pleiotropic Factor in the Treatment of Donor Sites,1,20
1106,Treatment of Refractory Sever Systemic Scleroderma by Injection of Allogeneic Mesenchymal Stem Cells,1,20
1107,"ATCell™ Expanded Autologous, Adipose-Derived Mesenchymal Stem Cells Deployed Via Intravenous Infusion for the Treatment of Post Concussion Syndrome (PCS) in Retired Military and Athletes",1,20
1108,Autogenous Mesenchymal Stem Cell Culture-Derived Signalling Molecules as Enhancers of Bone Formation in Bone Grafting,1,20
1109,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for the Treatment of Eye Diseases,1,20
1110,Adjuvant Therapy With Mesenchymal Stem Cells in Patients Diagnosed With COVID-19 in Critical Condition,1,20
1111,The Safety and Efficacy of Umbilical Cord Mesenchymal Stem Cells Transplantation in Hereditary Cerebellar Ataxia Patients,1,20
1112,Intra-arterial Injection of Umbilical Cord Mesenchymal Stem Cells in Primary Sclerosing Cholangitis,1,20
1113,Phase I/II Study of Umbilical Cord Mesenchymal Stem Cell Implantation in the Treatment of Articular Cartilage Defect of Knee and Knee Osteoarthritis,1,20
1114,"A Phase 2 Open-label Multicenter Study to Evaluate the Safety and Efficacy of Repeated Administration of NurOwn® [Autologous Mesenchymal Stem Cells Secreting Neurotrophic Factors (NTF), MSC-NTF] Cells in Participants With Progressive MS",1,20
1115,Safety and Efficiency of Mesenchymal Stem Cell in Treating Pneumonia Patients Infected With COVID-19,1,20
1116,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Diabetes,1,20
1117,Effect of Buccal Fat Pad Derived Mesenchymal Stem Cells Loaded on Allograft and Platelet-rich Plasma in Maxillary Sinus Augmentation,1,20
1118,Vascular Occlusive Diseases Such as Diabetic Foot Treated With Mesenchymal Stem Cell,1,20
1119,The Safety of Intra-parenchymal Wharton Jelly Mesenchymal Stem Cell Injection in the Treatment of Diabetic Nephropathy,1,20
1120,Phase I/II Clinical Trial to Examine the Safety and Efficacy of Transplantation of Mesenchymal Stem Cells in New-onset Type 1 Diabetes Patients,1,20
1121,IV Infusion of Autologous Adipose Derived Mesenchymal Cells for Abatement of Respiratory Compromise in SARS-CoV-2 Pandemic (COVID-19),1,20
1122,Mesenchymal Stromal Cell Therapy for Severe Covid-19 Infection,1,20
1123,Feasibility Study of Umbilical Cord Tissue Derived Mesenchymal Stem Cells (UC-MSC) in Disease Modifying Anti-Rheumatic Drugs (DMARD) Resistant Rheumatoid Arthritis,1,20
1124,Allogeneic Mesenchymal Stem Cell Infusion for Treatment Of Steroid Resistant GVHD,1,20
1125,"Umbilical Cord Mesenchymal Stem Cells Between Gel Treatment Difficult Skin Ulcer Healing Efficacy and Safety of Random, Open, Before-and-after Study",1,20
1126,Isolation and Authentication of Mesenchymal Stem Cell-like Progenitor Cells From the Degenerated Intervertebral Disc of Lumbar Spine,1,20
1127,Role of Bone Marrow Derived Autologous Stem Cells + Human Umbilical Cord Derived Mesenchymal Stem Cells for the Treatment of Liver Cirrhosis,1,20
1128,A Pilot Study of Mesenchymal Stem Cells for Treatment of Acute Respiratory Distress Syndrome in Patients With Malignancies,1,20
1129,Bone Regeneration in Mandibular Fractures After the Application of Autologous Mesenchymal Stem Cells. Randomized Clinical Trial.,1,20
1130,Open Study to Evaluate the Safety and Efficacy of Autologous Mesenchymal Stem Cells in Treatment of Recently Diagnosed Patients With Type 1 Diabetes Mellitus,1,20
1131,Phase I Study of Allogeneic Adipose-derived Mesenchymal Stem Cells in Acute Respiratory Distress Syndrome,1,20
1132,"The Safety Study of Stemchymal® (Allogeneic Adipose-Derived Mesenchymal Stem Cells) Treating on Acute Liver Failure - An Open-Label, Single-Center Phase I Trial",1,20
1133,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Chronic Kidney Disease.,1,20
1134,Autologous Bone Marrow Stromal Cell and Endothelial Progenitor Cell Transplantation in Patients With Ischemic Stroke: a Randomized Controlled Trial,1,20
1135,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Ovarian Failure,1,20
1136,A Phase I-II Study to Evaluate Safety and Efficacy of Allogeneic Bone-Marrow Mesenchymal Stem Cells in Patients With Rapidly Progressive Interstitial Lung Disease,1,20
1137,A Phase I Single Site Open Label Study of Intra-arterial Delivery of Mesenchymal Stem Cells for Luminal Ulcerative Colitis,1,20
1138,"A Randomized, Double-blind, Controlled Clinical Study of Human Umbilical Cord Mesenchymal Stem Cell in Patients With Cirrhosis Due to Hepatitis B (Compensation Stage)",1,20
1139,A Pilot Study to Assess the Feasibility of Unrelated Umbilical Cord Blood Transplantation With Coinfusion of Third-party Mesenchymal Stem Cells After Myeloablative or Nonmyeloablative Conditioning in Patients With Hematological Malignancies,1,20
1140,Efficacy of Intravenous Infusions of Stem Cells in the Treatment of COVID-19 Patients,1,20
1141,Effectivity of Local Implantation of the Mesenchymal Stem Cell on Vertebral Bone Defect Due to Mycobaterium Tuberculosis Infection (Clinical Trial),1,20
1142,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Traumatic Brain Injury,1,20
1143,Safety and Effectiveness of Placental Derived Exosomes and Umbilical Cord Mesenchymal Stem Cells in Moderate to Severe Acute Respiratory Distress Syndrome (ARDS) Associated With the Novel Corona Virus Infection (COVID-19),1,20
1144,Phase Ι/Π Study of Human Umbilical Cord Mesenchymal Stem Cells Transplantation for Patients With Decompensated Liver Cirrhosis,1,20
1145,Phase I/IIa: Allogeneic Bone Marrow Derived Mesenchymal Stem Cells Transplantation For Refractory Systemic Lupus Erythematosus,1,20
1146,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Heart Disease,1,20
1147,Safety and Effectiveness of Human Umbilical Cord Mesenchymal Stem Cells For the Treatment of Lumbar Disc Degeneration Disease,1,20
1148,A Phase 1/2a Clinical Trial to Evaluate the Efficacy and Safety of Allogenic Adipose Tissue-derived Mesenchymal Stem Cell Clusters in Patients With Critical Limb Ischemia,1,20
1149,Safety and Feasibility Study of Intranasal Mesenchymal Trophic Factor (MTF) for Treatment of Asthma,1,20
1150,Treatment of Refractory Patellar Tendinopathy With Mesenquimal Trunk Cells. Comparative Study With PRP.,1,20
1151,Clinical Study of Human Umbilical Cord Mesenchymal Stem Cells (19#iSCLife®-LC) in the Treatment of Decompensated Hepatitis b Cirrhosis,1,20
1152,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for the Treatment of Spinal Cord Injury,1,20
1153,Bone Marrow-Derived Mesenchymal Stem Cell Therapy for Chronic Kidney Disease,1,20
1154,"A Randomized, Double Blind, Multicentric, Placebo Controlled, Single Dose, Phase - i/ii Study Assessing the Safety and Efficacy of Intravenous ex Vivo Cultured Adult Allogenic Mesenchymal Stem Cells in Patients With st Elevated Acute Myocardial Infarction (Stemi)",1,20
1155,Effects of Adipose Tissue Derived Stem Cells Implantation in Patients With Critical Limb Ischemia,1,20
1156,Allogenic Mesenchymal Stem Cells in Hemophilia: a Pilot Study,1,20
1157,"Phase I Clinical Trial, Randomized, Controlled, to Evaluate the Efficacy and Safety of Therapy With Allogenic Mesenchymal Stem Cells From Bone Marrow for Patients With Refractory Primary Biliary Cirrhosis",1,20
1158,Evaluation of Safety and Efficacy of Autologous Adipose Derived Stem Cells Transplantation for Chronic Obstructive Pulmonary Disease,1,20
1159,PhaseⅠ/ⅡTrial of Autologous Bone Marrow Derived Mesenchymal Stem Cells to Patients With Parkinson's Disease.,1,20
1160,Child With Severe Aplastic Anemia (SAA) Therapy: the Injection of Umbilical Cord Derived Mesenchymal Stem Cells.,1,20
1161,Stem Cells Transplantation for Temporomandibular Joint Disease: Phase I/II Study,1,20
1162,Treatment of Patients With Segmental Bone Tissue Defects Using Mesenchymal Stem Cells Enriched by Extracellular Vesicles,1,20
1163,Intravenous Human Umbilical-Cord-Derived Mesenchymal Stem Cells For Premature Infants Ａt High Risk For Bronchopulmonary,1,20
1164,"Safety and Efficacy Study of Allogeneic Human Dental Pulp Mesenchymal Stem Cells to Treat Severe Pneumonia of COVID-19：a Single-center, Prospective, Randomised Clinical Trial",1,20
1165,A Novel Therapeutic Treatment of Pyoderma Gangrenosum,1,20
1166,Phase I/IIa Study of Descartes-25 in Patients With Relapsed/Refractory Multiple Myeloma,1,20
1167,MEsenchymal StEm Cells for Multiple Sclerosis (MESEMS) Phase I-II Clinical Trial With Autologous Mesenchymal Stem Cells (MSCs) for the Therapy of Multiple Sclerosis,1,20
1168,Human Umbilical Cord Mesenchymal Stem Cell Therapy for Patients With Cerebral Hemorrhage,1,20
1169,The Efficacy and Safety of Collagen Scaffold Loaded With Umbilical Cord Derived Mesenchymal Stem Cells in Infertile Women With Thin Endometrium or Endometrial Scarring,1,20
1170,"An Interventional, Multicenter, Single Arm, Phase I/IIa Clinical Trial to Investigate the Efficacy and Safety of Allo-APZ2-DFU on Wound Healing of Diabetic Neuropathic Ulcer (DFU)",1,23
1171,"A Randomized, Controlled, Multicenter, Parallel-Group Phase IIa Study to Evaluate the Efficacy and Safety of Intramuscular Injections of PLX-PAD for the Treatment of Severe COVID-19",1,23
1172,Third-party Bone Marrow-derived Mesenchymal Stromal Cells to Induce Tolerance in Recipients of Kidney Transplants From Deceased Donors (Phase A),1,22
1173,"Phase 1 Study of Mesenchymal Stromal Cells, Umbilical Cord Lining Stem Cells (ULSC), in Patients With Polymyositis (PM) and Dermatomyositis (DM)",1,22
1174,Effect and Side Effect of Mesenchymal Stem Cell in Multiple Sclerosis,1,22
1175,Efficacy and Safety Evaluation of Pneumostem® Versus a Control Group for Treatment of IVH in Premature Infants (Phase 2a),1,22
1176,Autologous Bone Marrow Mesenchymal Stem Cell and Bone Marrow Mononuclear Cell Infusion in Type 2 Diabetes Mellitus,1,22
1177,"A Phase II Clinical Trial to Evaluate the Safety and Efficacy of ALLO-ASC-DFU for Second Deep Degree Burn Injury Subjects: Controlled, Parallel, Multicenter",1,22
1178,"A Phase I, Randomized, Single-centered, Double-blinded Clinical Trial of Allogenic Adipose Tissue-Derived Mesenchymal Progenitor Cells Therapy for Knee Osteoarthritis",1,22
1179,"A Multi-center, Randomized, Case Controlled, Double-blind, Ascending-dose Study of Extracorporeal Mesenchymal Stromal Cell Therapy (SBI-101 Therapy) in COVID-19 Subjects With Acute Kidney Injury Receiving Renal Replacement Therapy",1,22
1180,"A Phase 1/2, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety and Efficacy of AstroStem, Autologous Adipose Tissue Derived Mesenchymal Stem Cells, in Patients With Alzheimer's Disease",1,21
1181,Stem Cells in Rapidly Evolving Active Multiple Sclerosis,1,21
1182,Advanced Mesenchymal Enhanced Cell THerapY for SepTic Patients,1,21
1183,Investigator Initiated Trial to Evaluate Cartilage Regeneration by Arthroscopy in Patients With K-L Grade III Knee Osteoarthritis After JOINTSTEM Administration,1,21
1184,Allogeneic Bone Marrow Derived Mesenchymal Stem Cells for the Treatment of Fistulas in Patients With Refractory Perianal Crohn's Disease,1,21
1185,A Multicentre Australian Phase 2 Study to Evaluate Safety and Efficacy of Mesenchymal Stromal Cells for Treating Biologic Refractory Crohn's Disease,1,21
1186,A 8-Week Trial of Mesenchymal Stem Cells Therapy in Patients With COVID-19 Pneumonia,1,21
1187,"Treatment of Osteonecrosis of the Femoral Head With Implantation of Autologous Bone Marrow Cells, a Pilot Study",1,21
1188,An Observational Follow-Up Study of Patients Previously Enrolled in ADR-001-01 Study Against Liver Cirrhosis,1,21
1189,"A Pilot Clinical Trial of ""ex Vivo"" Expanded Autologous Bone Marrow Mesenchymal Stem Cells Fixed in Allogenic Human Bone Tissue (XCEL-MT-OSTEO- ALPHA) in Osteonecrosis of the Femoral Head",1,23
1190,The Safety and Efficacy Assessment of Human Umbilical Cord-derived Mesenchymal Stem Cells (HUC-MSCs) With Injectable Collagen Scaffold Transplantation in Woman With Premature Ovarian Failure (POF),1,23
1191,"A Phase IIa Randomized Study to Assess the Safety, Tolerability, and Preliminary Efficacy of a Single Intravenous Dose of Ischemia-tolerant Allogeneic Mesenchymal Bone Marrow Cells to Subjects With Non-ischemic Heart Failure",1,23
1192,Autologous Bone Marrow Derived Mesenchymal Stem Cells Enhanced With Platelet Rich Plasma Versus Platelet Rich Plasma In Osteoarthritis Knee:A Comparative Study,1,24
1193,"Allogeneic Adipose Tissue Derived Mesenchymal Stromal Cell Therapy for Treating Patients With Severe Respiratory COVID-19. A Danish, Double-blind, Randomized Placebo-controlled Study",1,0
1194,"A Pilot, Open-label, Randomised Controlled Clinical Trial to Investigate Early Efficacy of CYP-001 in Adults Admitted to Intensive Care With Respiratory Failure",1,24
1195,Study on the Efficacy and Safety of Stem Cells From Human Exfoliated Teeth in Treating Diabetic Patients With Significantly Reduced Islet Function,1,24
1196,Umbilical Cord-derived Mesenchymal Stem Cells for COVID-19 Patients With Acute Respiratory Distress Syndrome (ARDS),1,24
1197,Long Term Clinical and Immunological Effects of Repeated Mesenchymal Stem Cells (MSC) Injections in Patients With Progressive Forms of Multiple Sclerosis (MS),1,24
1198,"A Randomized, Double-Blind, Single-Center, Phase 2, Efficacy and Safety Study of Autologous HB-adMSCs vs Placebo for the Treatment of Patients With Multiple Sclerosis",1,24
1199,"Multicenter, Randomized, Double-Blind, Placebo Controlled Phase Ⅱb Clinical Trial to Evaluate Efficacy and Safety of JOINTSTEM in Patients With Degenerative Arthritis",1,24
1200,Clinical Study of Novel Coronavirus Induced Severe Pneumonia Treated by Dental Pulp Mesenchymal Stem Cells,1,24
1201,Human Umbilical Cord Mesenchymal Stem Cells for Treating HBV Clinical Study,1,24
1202,ASCLEPIOS Autologous Stem CelL Expansion and Prospective Injection for Osteoarthritic Hip Symptoms,1,24
1203,A Phase I Dose-escalation Trial to Assess Safety and Efficacy of Cellistem-OA in Patients With Knee Osteoarthritis (CLT-OA1),1,24
1204,"Double Blind, Placebo-controlled, Phase II Trial to Evaluate Safety and Efficacy of Allogenic Mesenchymal Stromal Cells MSV_allo for Treatment of Acute Respiratory Failure in Patients With COVID-19 Pneumonia (COVID_MSV)",1,24
1205,"A Double-blinded, Randomized, Placebo-controlled Trial With Wharton's Jelly Derived Allogeneic Mesenchymal Stromal Cells (WJMSCs) for Preserving Endogenous Insulin Production in Adult Patients Diagnosed for Type 1 Diabetes",1,24
1206,"Extension Study, An Open-labelled, Multi Center, Comparative Phase I/IIa Clinical Trials to Evaluate the Efficacy and Safety of FURESTEM-CD Inj. in Patients With Moderately Active Crohn's Disease",1,24
1207,"A Phase IB/IIA Study of Remestemcel-L, an ex Vivo Culture-expanded Adult Allogeneic Bone Marrow Derived Mesenchymal Stem Cell Product, for the Treatment of Medically Refractory Ulcerative Colitis",1,24
1208,"A Open Labeled and Self Controlled, Safety/Efficacy Assessed Pilot Study on Transplantation Therapy Using Bone Marrow Mesenchymal Stem Cells for Insulin Resistance of Type 2 Diabetes Mellitus",1,24
1209,Clinical Outcomes of Human Amniotic Membrane and Allogeneic Mesenchymal Stem Cells Composite Augmentation for Nerve Transfer Procedure in Brachial Plexus Injury Patients,1,24
1210,A Tolerance Clinical Study On Aerosol Inhalation of Mesenchymal Stem Cells Exosomes In Healthy Volunteers,1,24
1211,"Intramuscular Transplantation of Autologous Muscle Derived Stem Cell(MDSC) and Adipose Derived Mesenchymal Stem Cells (AD-MSC) in Patients With Facioscapulohumeral Dystrophy (FSHD), Phase I Clinical Trial",1,21
1212,"Treatment of Fecal Incontinence Using Allogenic-Adipose-derived Mesenchymal Stem Cells: A Prospective, Dose Escalation, Randomized, Placebo-controlled, Parallel-group, Single-blind, Single-center Pilot Study",1,21
1213,Safety and Clinical Effects of Repeated Intrathecal Injections of Autologous Mesenchymal Stem Cells in Patients With Amyotrophic Lateral Sclerosis (ALS),1,20
1214,The Effect of Buccal Fat Pad Derived Mesenchymal Stem Cells Loaded on Allograft and Platelet-rich Plasma in Posterior Mandible Augmentation,1,20
1215,"A Randomized, Double Blind, Multicentric, Placebo Controlled, Single Dose, Phase - i/ii Study Assessing the Safety and Efficacy of Intramuscular ex Vivo Cultured Adult Allogenic Mesenchymal Stem Cells in Patients With Critical Limb Ischemia (Cli)",1,20
1216,Pilot Phase I Study of Allogeneic Bone Marrow-Derived Mesenchymal Stem Cell Therapy for Idiopathic Parkinson's Disease,1,20
1217,"Non-randomized, Open-labeled, Interventional, Single Group, Proof of Concept Study With Multimodality Approach in Cases of Brain Death Due to Traumatic Brain Injury Having Diffuse Axonal Injury",1,20
1218,Effect of Mesenchymal Stem Cell Transplantation for Lupus Nephritis,1,20
1219,EFFECTIVENESS AND SAFETY OF INTRAOSSEOUS ADMINISTRATION OF MESENCHYMAL STORMAL CELLS FOR PRIMARY GRAFT FAILURE AFTER ALLOGENEIC STEM CELL TRANSPLANTATION,1,20
1220,Safety and Efficacy of Purified Autologous Bone Marrow-Derived Stem Cell Therapy for Patients With Duchenne Muscular Dystrophy.,1,20
1221,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Osteoporosis,1,20
1222,Clinical Trial of Allogeneic Mesenchymal Stem Cells Transplantation for Primary Sjögren's Syndrome - Phase Ⅰ/Ⅱ,1,20
1223,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for the Treatment of Trigeminal Neuralgia and Peripheral Neuropathy,1,20
1224,Assessment of Safety and Effectiveness of Mesenchymal Stem Cells in the Treatment of Spinal Cord Injury (SCI) Patients.,1,20
1225,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Rheumatoid Arthritis,1,20
1226,Phase I/II Study of Umbilical Cord Mesenchymal Stem Cell Therapy for Patients With Hereditary Ataxia,1,20
1227,Phase 1 Trial of Celyvir in Children and Adults With Metastatic and Refractory Solid Tumors.,1,20
1228,Phase 1 Study of The Effect of Cell-Free Cord Blood Derived Microvesicles On β-cell Mass in Type 1 Diabetes Mellitus (T1DM) Patients,1,20
1229,PhaseⅠ/ⅡTrial of Autologous Bone Marrow Derived Mesenchymal Stem Cells to Patients With Spinal Cord Injury.,1,20
1230,THIRD-PARTY BONE MARROW-DERIVED MESENCHYMAL STROMAL CELLS TO INDUCE TOLERANCE IN LIVER TRANSPLANT RECIPIENTS,1,20
1231,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for the Treatment of Osteoarthritis,1,20
1232,Phase I/II Study of Umbilical Cord Mesenchymal Stem Cell Therapy for Patients With Progressive Multiple Sclerosis and Neuromyelitis Optica,1,20
1233,A Phase Ι/Π Study of Human Cord Blood Mononuclear Cells and Human Umbilical Cord Mesenchymal Stem Cells Transplantation in Patients With Acute Burn,1,20
1234,Preservation of Alveolar Crestal Bone From Implant Placement to Implant Exposure Using Autologous Alveolar Bone-Marrow Derived Mesenchymal Stem Cells (aBM-MSCs),1,20
1235,"Phase IIa Multicenter Clinical Trial to Determine the Feasibility and Safety of the Use of Adipose-derived Mesenchymal Stem Cells (ASC) in the Treatment of Patients With Cicatricial Conjunctivitis Associated With Lyell's Syndrome, Stevens-Johnson Syndrome and Pemphigoid of the Mucous Membranes With Ocular Involvement.",1,20
1236,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intrathecal Injection for the Treatment of Amyotrophic Lateral Sclerosis,1,20
1237,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Aging Frailty,1,20
1238,"A Phase I, Open-label Trial on the Safety and Efficacy of Human Umbilical Cord-derived Mesenchymal Stem Cell Administration in the Management of Adult Liver Cirrhosis",1,20
1239,A Phase II/III Clinical Trial to Evaluate the Safety and Efficacy of Bone Marrow-derived Mesenchymal Stem Cell Transplantation in Patients With Chronic Spinal Cord Injury.,1,20
1240,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Idiopathic Pulmonary Fibrosis,1,20
1241,Safety and Efficacy of a Novel Synovium Brushing Method for Endogenous Mesenchymal Stem Cells Mobilisation During Knee Joint Microfracture for Cartilage Repair.,1,20
1242,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Testicular Injury and Oligospermia,1,20
1243,Mesenchymal Stromal Cells for Angiogenesis and Neovascularisation in Digital Ulcers of Systemic Sclerosis: the MANUS Trial,1,20
1244,The Evaluation of the Effect of Wharton's Jelly Mesenchymal Stem Cells (WJMSCs) on the Immune System of Patients With Amyotrophic Lateral Sclerosis (ALS),1,20
1245,"Prospective, Randomized Phase 2 Clinical Trial of Mesenchymal Stem Cells(MSCs) for the Treatment of Coronavirus Disease 2019(COVID-19)",1,20
1246,The Effect of Physical Activity on in Vivo and in Vitro Mitochondrial Capacity in Pregnant Women,1,20
1247,Clinical Regenerative Potential of Cultured Gingival Fibroblast- Mesenchymal Stem Cells in Treatment of Periodontal Intrabony Defects (Randomized Clinical and Biochemical Trial),1,20
1248,An Phase2 Study of ADR-001 in Patients With Severe Pneumonia Caused by SARS-CoV-2 Infection,1,20
1249,A Phase 1 Study of Autologous Mesenchymal Stromal Cell Coated Fistula Plug in Patients With Fistulizing Crohn's Disease.,1,20
1250,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Pulmonary Diseases,1,20
1251,The Use of Mesenchymal Stromal Cells (MSC) in Type 1 Diabetes Mellitus in Adult Humans: Phase I Clinical Trial,1,20
1252,"Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for the Treatment of Peyronie's Disease, Erectile Dysfunction, and Interstitial Cystitis",1,20
1253,Safety and Efficacy Evaluation of Tissue Engineered Construct Based on Allogeneic Adipose-derived Multipotent Mesenchymal Stromal Cells and Platelet-poor Plasma Fibrin Hydrogel to Treat the Patients With Burn Wounds,1,20
1254,"Open, Prospective Trial of Treatment of Autism Spectrum Disorders (ASD) Using Intravenous Infusion of Umbilical Cord Tissue Mesenchymal Stem Cells (UC-MSC)",1,20
1255,Treatment of Recurrent Pregnancy Loss Using Mesenchymal Stem Cells Capable of Differentiation in the Endometrial-decidual Direction,1,20
1256,Safety and Efficacy of Human Umbilical-Cord-Derived Mesenchymal Stem Cell Transplantation in Acute Lung Injury,1,20
1257,A Phase II Open Label Study to Evaluate the Safety and Efficacy of Prochymal® (Ex-vivo Cultured Adult Human Mesenchymal Stem Cells) Infusion for the Salvage of Treatment-Refractory Acute GVHD Patients,1,11
1258,Phase I Study of Intramuscular (IM) Injections of Allogeneic PLX-PAD Cells for the Treatment of Critical Limb Ischemia. PLX-PAD Are Mesenchymal-Like Stromal Cells Derived From a Full Term Placenta.,1,12
1259,Comparative Evaluation of Safety and Effectiveness of Autologous Bone Marrow Derived Mesenchymal Stem Cells (BM-MSC) vs Adipose Tissue Derived Mesenchymal Stem Cells (AT-MSC) in the Treatment of Spinal Cord Injury (SCI) Patient.,1,14
1260,"A Phase I, Open Label Study to Evaluate the Safety and to Explore the Efficacy of Allogeneic Umbilical Cord Mesenchymal Stem Cells in Patients With Acute Ischemic Stroke",1,14
1261,Feasibility and Safety of Adult Human Bone Marrow-Derived Mesenchymal Stem Cells by Intravitreal Injection in Patients With Retinitis Pigmentosa,1,14
