,Rank,NCTId,Condition,BriefTitle,InterventionName,OfficialTitle,LocationCity,LocationState,LocationCountry,StartDate
351,352,NCT01941394,Graft-versus-host Disease|Relapse,Mesenchymal Stem Cells Infusion for aGVHD Prophylaxis Transplantation,Mesenchymal stem cells,Pilot Study for Safety and Effectiveness Assessment of Bone Marrow Mesenchymal Stem Cell Infusion for Acute Graft-versus-host Disease Prophylaxis and Treatment After Allogenic Bone Marrow Transplantation,Moscow,,Russian Federation,October 2007
352,353,NCT03920397,Type 1 Diabetes Mellitus,Mesenchymal Stem Cells in Patients With Type 1 Diabetes Mellitus,Infusion of adipose tissue-derived stem/stromal cells and oral Cholecalciferol supplementation,Allogenic Adipose Derived Mesenchymal Stem Cells and Vitamin D Supplementation in Patients With Recent-onset Type 1 Diabetes Mellitus,Rio de Janeiro,,Brazil,"March 1, 2015"
353,354,NCT05126563,Post COVID-19 Syndrome,Randomized Double-Blind Phase 2 Study of Allogeneic HB-adMSCs for the Treatment of Chronic Post-COVID-19 Syndrome,HB-adMSCs (allogeneic)|Placebo,"A Randomized, Double-blinded, Single-center, Phase 2 Efficacy, and Safety Study of Allogeneic HB-adMSCs for the Treatment of Patients With Chronic Post-COVID-19 Syndrome.",Sugar Land,Texas,United States,"January 6, 2022"
354,355,NCT01033552,Epidermolysis Bullosa,"Biochemical Correction of Severe EB by Allo HSCT and ""Off-the-shelf"" MSCs",Cyclophosphamide|Fludarabine|Anti-thymocyte globulin|Cyclosporine A|Mycophenolate mofetil|Mesenchymal stem cell transplantation|Total body irradiation|Bone marrow or umbilical cord blood (UCG) stem cell transplantation,"MT2009-09: Biochemical Correction of Severe Epidermolysis Bullosa by Allogeneic Stem Cell Transplantation and ""Off-the-shelf"" Mesenchymal Stem Cells",Minneapolis,Minnesota,United States,January 2010
355,356,NCT04434768,Acute Stroke,Evaluate the Safety and Explore Efficacy of Umbilical Cord Mesenchymal Stem Cells in Acute Ischemic Stroke,UMSC01,"A Phase I, Open Label Study to Evaluate the Safety and to Explore the Efficacy of Allogeneic Umbilical Cord Mesenchymal Stem Cells in Patients With Acute Ischemic Stroke",Taichung|Taipei City,Non-US,Taiwan|Taiwan,"May 5, 2020"
356,357,NCT01045382,"Leukemia, Myeloid, Acute|Leukemia, Lymphoblastic, Acute|Leukemia, Myelocytic, Chronic|Myeloproliferative Disorders|Myelodysplastic Syndromes|Multiple Myeloma|Leukemia, Lymphocytic, Chronic|Hodgkin's Disease|Lymphoma, Non-Hodgkin",MSC and HSC Coinfusion in Mismatched Minitransplants,Mesenchymal stem cells|Isotonic solution,Co-transplantation of Mesenchymal Stem Cells and HLA-mismatched Allogeneic Hematopoietic Cells After Nonmyeloablative Conditioning: a Phase II Randomized Double-blind Study,Edeghem|Brussels|Leuven|Gent|Brugge|Yvoir|Antwerpen|Brussels|Brussels|Liège,Antwerpen|Brabant|Flamish Brabant|Flanders Ost|Flanders West|Namur,Belgium|Belgium|Belgium|Belgium|Belgium|Belgium|Belgium|Belgium|Belgium|Belgium,July 2010
357,358,NCT02083731,"Stem Cell Transplantation, Hematopoietic|CMV Infection|Hematological Diseases",MSC for Treatment of CMV Infection,MSCs,Mesenchymal Stem Cells for Treatment of CMV Infection After Hematopoietic Stem Cell Transplant,Guangzhou,Guangdong,China,January 2014
358,359,NCT01443689,Burns,Allogenic Stem Cell Therapy in Patients With Acute Burn,human umbilical cord mesenchymal stem cells|human cord blood mononuclear cells and human umbilical cord mesenchymal stem cells|Conventional therapy,A Phase Ι/Π Study of Human Cord Blood Mononuclear Cells and Human Umbilical Cord Mesenchymal Stem Cells Transplantation in Patients With Acute Burn,Kunming,Yunnan,China,July 2011
359,360,NCT04661644,Critical Limb Ischemia,Efficacy and Safety of Mesenchymal Stem Cell Clusters in Patients With Critical Limb Ischemia,Clusters of adipose-derived mesenchymal stem cells (Dose: 1 x 10^7 cells/1 mL/vial)|Clusters of adipose-derived mesenchymal stem cells (Dose: 1 x 10^8 cells/1 mL/vial),A Phase 1/2a Clinical Trial to Evaluate the Efficacy and Safety of Allogenic Adipose Tissue-derived Mesenchymal Stem Cell Clusters in Patients With Critical Limb Ischemia,Seoul,,"Korea, Republic of","November 4, 2020"
360,361,NCT05345418,Sexual Dysfunction Male,Umbilical Cord-Derived Mesenchymal Stem Cell (VCELL 1) for Male Patients With Sexual Deficiency,Umbilical Cord-Derived Mesenchymal Stem Cell for Male Patients with Sexual Deficiency,Evaluation of the Safety and Efficacy of Umbilical Cord-Derived Mesenchymal Stem Cell (VCELL 1) for Male Patients With Sexual Deficiency: A Phase I/IIa Randomised Crossover Trial,Hanoi,,Vietnam,"June 1, 2022"
361,362,NCT03943940,Type 2 Diabetes Mellitus,BM-MNCs and UC-MSCs Infusion for Type 2 Diabetes Mellitus Patients,BM-MNC and UC-MSC|Control,A Preliminary Safety and Efficacy Evaluation of Bone Marrow Mononuclear Cells (BM-MNCs) and Umbilical Cord Tissue-derived Mesenchymal Stem Cells (UC-MSC) Infusion for Type 2 Diabetes Mellitus (T2DM) Patients,Ho Chi Minh City,Ho Chi Minh,Vietnam,"April 24, 2019"
362,363,NCT04499105,Degenerative Disc Disease|Low Back Pain|Disc Degeneration,Effectiveness and Safety of Mesenchymal Stem Cell (MSC) Implantation on Degenerative Discus Disease Patients,"Mesenchymal Stem Cell + NaCl 0,9% 2ml",Effectiveness and Safety of Allogenic Mesenchymal Stem Cell (MSC) Implantation on Degenerative Discus Disease Patients (Clinical Trial),Jakarta Pusat,DKI Jakarta,Indonesia,"July 24, 2017"
363,364,NCT02270307,Leukemia|Multiple Myeloma,MSC and Cyclophosphamide for Acute Graft-Versus-Host Disease (aGVHD) Prophylaxis,Cyclophosphamide|Mesenchymal stromal cells,Allogeneic Bone Marrow Transplantation (Allo-BMT) From Human Leukocyte Antigen (HLA) - Identical Related and Unrelated Donors in Patients With Hematological Malignancies With High Risk of Relapse Using Cyclophosphamide (CY) and Mesenchymal Stromal Cells (MSC) as aGVHD Prophylaxis,Moscow,,Russian Federation,January 2014
364,365,NCT00883870,Critical Limb Ischemia,Mesenchymal Stem Cells in Critical Limb Ischemia,mesenchymal stem cells|Plasmalyte A,"A Randomized, Double Blind, Multicentric, Placebo Controlled, Single Dose, Phase - i/ii Study Assessing the Safety and Efficacy of Intramuscular ex Vivo Cultured Adult Allogenic Mesenchymal Stem Cells in Patients With Critical Limb Ischemia (Cli)",Bangalore|Bangalore|Kochi|New Delhi,Karnataka|Karnataka|Kerala,India|India|India|India,April 2009
365,366,NCT04445220,COVID-19|Acute Kidney Injury|Sepsis,A Study of Cell Therapy in COVID-19 Subjects With Acute Kidney Injury Who Are Receiving Renal Replacement Therapy,SBI-101,"A Multi-center, Randomized, Case Controlled, Double-blind, Ascending-dose Study of Extracorporeal Mesenchymal Stromal Cell Therapy (SBI-101 Therapy) in COVID-19 Subjects With Acute Kidney Injury Receiving Renal Replacement Therapy",Albuquerque|Charleston,New Mexico|South Carolina,United States|United States,"November 19, 2020"
366,367,NCT02481440,Spinal Cord Injuries,Repeated Subarachnoid Administrations of hUC-MSCs in Treating SCI,human umbilical cord mesenchymal stem cells (hUC-MSCs),Repeated Subarachnoid Administrations of Human Umbilical Cord Mesenchymal Stem Cells in Treating Spinal Cord Injury,Guangzhou,Guangdong,China,"March 30, 2018"
367,368,NCT02034188,Multiple Sclerosis,Feasibility Study of Human Umbilical Cord Tissue-Derived Mesenchymal Stem Cells in Patients With Multiple Sclerosis,Umbilical cord mesenchymal stem cells,Feasibility Study of Human Umbilical Cord Tissue-Derived Mesenchymal Stem Cells in Patients With Multiple Sclerosis,Panama City,,Panama,January 2014
368,369,NCT01985464,Rheumatoid Arthritis,Umbilical Cord Tissue-derived Mesenchymal Stem Cells for Rheumatoid Arthritis,Umbilical cord mesenchymal stem cells,Feasibility Study of Umbilical Cord Tissue Derived Mesenchymal Stem Cells (UC-MSC) in Disease Modifying Anti-Rheumatic Drugs (DMARD) Resistant Rheumatoid Arthritis,Panama City,,Panama,October 2013
369,370,NCT04457609,COVID|Pulmonary Infection|Sars-CoV2,Administration of Allogenic UC-MSCs as Adjuvant Therapy for Critically-Ill COVID-19 Patients,Oseltamivir|Azithromycin|Umbilical Cord Mesenchymal Stem Cells,Application of Umbilical Cord Mesenchymal Stem Cells as Adjuvant Therapy for Critically-Ill COVID-19 Patients,Jakarta Pusat|Jakarta|Jakarta|Depok,DKI Jakarta|DKI Jakarta|DKI Jakarta|West Java,Indonesia|Indonesia|Indonesia|Indonesia,July 2020
370,371,NCT04629833,Steroid-refractory Acute Graft-versus-host Disease,Treatment Of Steroid-Refractory Acute Graft-versus-host Disease With Mesenchymal Stromal Cells Versus Best Available Therapy,MC0518|BAT,"A Randomised, Open-label, Multicentre, Phase 3 Trial of First-line Treatment With Mesenchymal Stromal Cells MC0518 Versus Best Available Therapy in Adult and Adolescent Subjects With Steroid-refractory Acute Graft-versus-host Disease After Allogeneic Haematopoietic Stem Cell Transplantation (IDUNN Trial)",Grenoble|Lille|Nice|Pierre Benite Cedex|Rennes|Toulouse|Vandoeuvre les Nancy|Munich|Würzburg|Frankfurt am Main|Hannover|Münster|Essen|Koeln|Dresden|Leipzig|Jena|Jena|Berlin|Bonn|Essen|Frankfurt|Freiburg|Mainz|Mannheim|Tuebingen|Wrocław|Barcelona|Barcelona|Barcelona|Barcelona|Barcelona|Madrid|Madrid|Valencia|Huddinge,Bavaria|Bavaria|Hessen|Niedersachsen|Nordrhein-Westfalen|North Rhine-Westphalia|North Rhine-Westphalia|Sachsen|Saxony|Thüringen|Thüringen|Dolnoslaskie,France|France|France|France|France|France|France|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Poland|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Sweden,"August 16, 2021"
371,372,NCT02237846,Osteoarthritis of the Knee,Clinical Study of Umbilical Cord Tissue Mesenchymal Stem Cells (UC-MSC) for Treatment of Osteoarthritis,Human umbilical cord tissue-derived mesenchymal stem cells,Clinical Study of Umbilical Cord Tissue Mesenchymal Stem Cells (UC-MSC) for Treatment of Osteoarthritis,Panama City,,Panama,September 2014
372,373,NCT04919135,Frailty,Mesenchymal Stem/Stromal Cell Therapy in the Treatment of Frailty,Umbilical Cord Mesenchymal Stem Cells transplantation|standard frailty treatment and supplementary medication,Clinical Study of Mesenchymal Stem/Stromal Cell Therapy in Frailty: a Proposed Experimental Design for Therapeutic and Mechanism Investigation,,,,"July 1, 2021"
373,374,NCT04903327,Covid19,Study of Intravenous COVI-MSC for Treatment of COVID-19-Induced Acute Respiratory Distress,COVI-MSC|Placebo,Treatment of COVID-19-Induced Acute Respiratory Distress: A Phase 2 Study of Intravenous Administration of Allogeneic Adipose-Derived Mesenchymal Stem Cells,Salvador|Salvador|Campinas|Jaú|São Bernardo Do Campo|São Paulo,BA|BA|SP|SP|SP|SP,Brazil|Brazil|Brazil|Brazil|Brazil|Brazil,"November 16, 2021"
374,375,NCT05204329,Mesenchymal Stromal Cells|Cornea|Corneal Defect|Corneal Epithelium Defect,Safety of Topical Mesenchymal Stromal Cell Secretome for Ocular Surface Disease,MSC Secretome Eye Drops,Safety of Topical Mesenchymal Stromal Cell Secretome for Ocular Surface Disease,,,,"December 1, 2022"
375,376,NCT03015623,Acute Kidney Injury,A Study of Cell Therapy for Subjects With Acute Kidney Injury Who Are Receiving Continuous Renal Replacement Therapy,SBI-101|Sham,"A Multi-center, Randomized, Sham-controlled, Double-blind, Ascending-dose Study of Extracorporeal Mesenchymal Stromal Cell Therapy (SBI-101 Therapy) in Subjects With Acute Kidney Injury Receiving Continuous Renal Replacement Therapy",Allentown,Pennsylvania,United States,"June 20, 2017"
376,377,NCT03964922,"Relapse Leukemia|Allogeneic Stem Cell Transplantation|Immune Evasion, Tumor",Immunoevasive Tactics Employed by Myeloid Malignancy After Allogeneic Stem Cell Transplantation,blood sample|bone marrow sample,Study of the Immunoevasive Mecanisms and Especially Myeloid Suppressive Cells in the Medullar Microenvironment Employed by Myeloid Malignancy (AML and High Risk MDS) When Relapsing After Allogeneic Stem Cell Transplantation,,,,"September 1, 2019"
377,378,NCT05549609,Venous Leg Ulcer,A Study of XSTEM-VLU in Patients With Difficult-to-heal Venous Leg Ulcers,XSTEM-VLU|Vehicle,"A Single-centre, Randomised, Single-blind Phase I/IIa Study to Evaluate the Safety, Tolerability and Efficacy of a Single Topical Dose of Allogeneic Integrin α10β1-selected Mesenchymal Stem Cells (XSTEM-VLU) in Patients With Difficult-to-heal Venous Leg Ulcers",Linköping,,Sweden,September 2022
378,379,NCT02387723,Heart Failure,CSCC_ASC Therapy in Patients With Severe Heart Failure,Allogeneic adipose derived stem cells (CSCC_ASC),Allogeneic Adipose Tissue-derived Stromal/Stem Cell Therapy in Patients With Ischemic Heart Disease and Heart Failure - a Safety Study,Copenhagen,,Denmark,December 2014
379,380,NCT04776538,Xerostomia Following Radiotherapy,Safety and Efficacy of Mesenchymal Stem Cell for Radiation-induced Hyposalivation and Xerostomia in Previous Head and Neck Cancer Patients,Stem cells|Placebo,"A Single-centre, Double-blinded, Randomised, Placebo-controlled, Phase II Study to Investigate the Safety and Efficacy of Mesenchymal Stem Cell for Radiation-induced Hyposalivation and Xerostomia in Previous Head and Neck Cancer Patients (MESRIX-III)",Copenhagen,,Denmark,"February 9, 2021"
380,381,NCT03169231,Aging Frailty,Phase IIb Trial to Evaluate Longeveron Mesenchymal Stem Cells to Treat Aging Frailty,Longeveron Mesenchymal Stem Cells (LMSCs)|Placebo,"A Phase 2b, Randomized, Blinded and Placebo-Controlled Trial to Evaluate the Safety and Efficacy of Longeveron Allogenic Human Mesenchymal Stem Cells Infusion in Patients With Aging Frailty",Aventura|Coral Gables|Fort Myers|Miami Lakes|Miami|Miami|Naples,Florida|Florida|Florida|Florida|Florida|Florida|Florida,United States|United States|United States|United States|United States|United States|United States,"July 6, 2017"
381,382,NCT03370874,Diabetic Foot Ulcer,Clinical Study to Evaluate Efficacy and Safety of ALLO-ASC-DFU in Patients With Diabetic Foot Ulcers.,ALLO-ASC-DFU|Vehicle sheet,"Phase 3 Clinical Study to Evaluate Efficacy and Safety of ALLO-ASC-DFU in Patients With Diabetic Foot Ulcers: A Randomized, Placebo-controlled, Double-blind, Parallel-group, Multi-center Study",Seoul,,"Korea, Republic of","July 4, 2018"
382,383,NCT01041001,Cartilage Injury|Osteoarthritis,Study to Compare Efficacy and Safety of Cartistem and Microfracture in Patients With Knee Articular Cartilage Injury,Cartistem|Microfracture treatment,"Randomized, Open-Label, Multi-Center and Phase 3 Clinical Trial to Compare the Efficacy and Safety of Cartistem® and Microfracture in Patients With Knee Articular Cartilage Injury or Defect",Incheon|Incheon|Seoul|Seoul|Seoul|Seoul|Seoul|Seoul,Gyunggido,"Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of",February 2009
383,384,NCT00951210,Peripheral Artery Disease|Peripheral Vascular Disease|Critical Limb Ischemia,Safety of Intramuscular Injections (IM) of Allogeneic PLX-PAD Cells for the Treatment of Critical Limb Ischemia (CLI),PLX-PAD,Phase I Study of Intramuscular (IM) Injections of Allogeneic PLX-PAD Cells for the Treatment of Critical Limb Ischemia. PLX-PAD Are Mesenchymal-Like Stromal Cells Derived From a Full Term Placenta.,Birmingham|Durham,Alabama|North Carolina,United States|United States,August 2009
384,385,NCT00705120,Osteogenesis Imperfecta,Treatment of Severe Osteogenesis Imperfecta by Allogeneic Bone Marrow Transplantation,"Bone Marrow Cell Transplantation|Irradiation, Total Body|Cyclophosphamide|Cyclosporin|Mesenchymal Stem Cell Transplantation|Busulfan",Treatment of Severe (Types II and III) Osteogenesis Imperfecta by Allogeneic Bone Marrow Transplantation,Memphis,Tennessee,United States,November 1995
385,386,NCT03754465,Diabetic Foot Ulcer,Clinical Study of ALLO-ASC-SHEET in Subjects With Diabetic Foot Ulcers,ALLO-ASC-DFU|Hydrogel SHEET(Vehicle control),A Phase 2 Clinical Study to Evaluate the Efficacy and Safety of ALLO-ASC-SHEET in Subjects With Diabetic Foot Ulcers,Los Angeles,California,United States,"January 2, 2019"
386,387,NCT02409940,Renal Transplant Rejection,To Elucidate the Effect of Mesenchymal Stem Cells on the T Cell Repertoire of the Kidney Transplant Patients,Mesenchymal Stem Cells,A Randomized Trial to Elucidate Effect of Mesenchymal Stem Cells on Immune Modulation in Living Related Kidney Transplant Patients,Chandigarh,,India,September 2013
387,388,NCT03505034,Spinal Cord Injuries,Intrathecal Transplantation of UC-MSC in Patients With Late Stage of Chronic Spinal Cord Injury,Umbilical Cord Mesenchymal Stem Cells,"The Effect of Intrathecal Transplantation of Umbilical Cord Mesenchymal Stem Cells in Patients With Late Stage of Chronic Spinal Cord Injury：A Multicenter, Prospective, Cohort Study",Guangzhou,Guangdong,China,"September 1, 2019"
388,389,NCT04061746,"Diabetes Mellitus, Type 1",Cellular Therapy for Type 1 Diabetes Using Mesenchymal Stem Cells,Mesenchymal Stem Cells (MSCs)|Placebo Infusion (Plasmalyte A with 0.5% human serum albumin),Cellular Therapy for Type 1 Diabetes Using Mesenchymal Stem Cells,Charleston,South Carolina,United States,"February 13, 2020"
389,390,NCT02055625,Graft -Versus-host-disease,Mesenchymal Stem Cells as a Treatment for Oral Complications of Graft-versus-host Disease,Mesenchymal stromal cells,Treatment of Oral Mucosa in Patients With Graft-versus-host Disease Following Injection of Mesenchymal Stem Cells - Human Pilot Study,Stockholm,Huddinge,Sweden,January 2014
390,391,NCT01849887,Ischemic Stroke,Safety of Escalating Doses of Intravenous Bone Marrow-Derived Mesenchymal Stem Cells in Patients With a New Ischemic Stroke,bone marrow-derived mesenchymal stem cells|Placebo,Safety of Escalating Doses of Intravenous Bone Marrow-Derived Mesenchymal Stem Cells in Patients With a New Ischemic Stroke,Orange,California,United States,January 2016
391,392,NCT01539902,Lupus Nephritis,Phase 2 Study of Human Umbilical Cord Derived Mesenchymal Stem Cell for the Treatment of Lupus Nephritis,Human Umbilical Cord derived MSCs|Cyclophosphamide,"A Randomized, Double Blind, Parallel Group, Placebo Controlled Research of Human Umbilical Cord Derived Mesenchymal Stem Cell for the Treatment of Lupus Nephritis",Kunming,Yunan,China,February 2012
392,393,NCT03183726,Diabetic Foot Ulcer,A Follow-up Study to Evaluate the Safety of ALLO-ASC-DFU in ALLO-ASC-DFU-101 Clinical Trial,ALLO-ASC-DFU,A Follow-up Study to Evaluate the Safety for the Patients With ALLO-ASC-DFU Treatment in Phase 1 Clinical Trial of ALLO-ASC-DFU-101,,,,"January 11, 2016"
393,394,NCT03183661,Crohn Disease,A Follow-up Study to Evaluate the Safety of ALLO-ASC-CD in ALLO-ASC-CD-101 Clinical Trial,ALLO-ASC-CD,Follow-up Study to Evaluate the Safety of ALLO-ASC-CD in the Subjects With Crohn´s Disease(ALLO-ASC-CD-101),,,,"November 16, 2016"
394,395,NCT03521336,Spinal Cord Injury,Intrathecal Transplantation of UC-MSC in Patients With Sub-Acute Spinal Cord Injury,Umbilical Cord Mesenchymal Stem Cells|Placebo,"The Effect of Intrathecal Transplantation of Umbilical Cord Mesenchymal Stem Cells in Patients With Sub-Acute Spinal Cord Injury：A Multicenter, Randomized, Controlled Trial",Guangzhou,Guangdong,China,"September 1, 2019"
395,396,NCT03521323,Spinal Cord Injuries,Intrathecal Transplantation of UC-MSC in Patients With Early Stage of Chronic Spinal Cord Injury,Umbilical Cord Mesenchymal Stem Cells|Placebos,"The Effect of Intrathecal Transplantation of Umbilical Cord Mesenchymal Stem Cells in Patients With Early Stage of Chronic Spinal Cord Injury：A Multicenter, Randomized, Controlled Trial",Guangzhou,Guangdong,China,"September 1, 2019"
396,397,NCT01392105,Acute Myocardial Infarction,Safety and Efficacy of Intracoronary Adult Human Mesenchymal Stem Cells After Acute Myocardial Infarction,Mesenchymal stem cell|Control group,"A Randomized, Open-label, Multicenter Trial for the Safety and Efficacy of Intracoronary Adult Human Mesenchymal Stem Cells After Acute Myocardial Infarction",Wonju|Inchon|Seoul,Gangwon-do,"Korea, Republic of|Korea, Republic of|Korea, Republic of",March 2007
397,398,NCT03847844,Acute-graft-versus-host Disease,UCMSCs as Front-line Approach of Treatment for Patients With aGVHD,Umbilical cord derived mesenchymal stem cell|Placebo,Cytopeutics® Umbilical Cord Mesenchymal Stem Cells (Cyto-MSC) for Patients With Grade II -IV Acute Graft-Versus-Host Disease: A Phase I/II Clinical Study,Ampang,Selangor,Malaysia,"February 1, 2019"
398,399,NCT03810521,"Osteoarthritis, Knee",Dose-escalation of Cellistem-OA in Patients With Knee Osteoarthritis,umbilical cord derived-mesenchymal stromal cells,A Phase I Dose-escalation Trial to Assess Safety and Efficacy of Cellistem-OA in Patients With Knee Osteoarthritis (CLT-OA1),Santiago,Xiii,Chile,"March 1, 2019"
399,400,NCT04971980,Rheumatoid Arthritis,Safety and Efficacy Study of Human Umbilical Cord-Derived Mesenchymal Stem Cells(BC-U001) for Rheumatoid Arthritis,hUC-MSC infusion (BC-U001),"A Phase 1/2a, Open-Label Study to Evaluate the Safety and Efficacy of a Single Intravenous Infusion of BC-U001, a Human Umbilical Cord-Derived Mesenchymal Stem Cell Product, for Rheumatoid Arthritis",Beijing,Beijing,China,"April 12, 2021"
400,401,NCT00919958,Peripheral Artery Disease|Peripheral Vascular Disease|Critical Limb Ischemia,Safety of Intramuscular Injection of Allogeneic PLX-PAD Cells for the Treatment of Critical Limb Ischemia,PLX-PAD IM injection,Phase I Study of Intramuscular (IM) Injection of Allogeneic PLX-PAD Cells for the Treatment of Critical Limb Ischemia. PLX-PAD Are Mesenchymal-like Stromal Cells Derived From a Full Term Placenta. These Placental Adherent Stromal Cells (ASCs) Are Expanded in the Company's Proprietary PluriXTM 3D Bioreactor System. PLX Cells Are Immune Privileged and Possess Immunomodulatory Properties.,Berlin,,Germany,June 2009
401,402,NCT00827398,Graft-versus-host-disease,Treatment of Steroid Resistant GVHD by Infusion MSC,MSC (hPPL),Treatment of Steroid Resistant Grade II to IV GVHD by Infusion MSCof Mesenchymal Stem Cells Expanded With Human Plasma and Platelet Lysate a Phase I/II Study,Utrecht|Utrecht,,Netherlands|Netherlands,January 2009
402,403,NCT02260375,Liver Transplant Rejection,MSC Therapy in Liver Transplantation,Mesenchymal Stromal Cells,THIRD-PARTY BONE MARROW-DERIVED MESENCHYMAL STROMAL CELLS TO INDUCE TOLERANCE IN LIVER TRANSPLANT RECIPIENTS,Bergamo|Bergamo|Bergamo|Bergamo|Bologna|Bologna,,Italy|Italy|Italy|Italy|Italy|Italy,October 2014
403,404,NCT04953663,Stroke,Clinical Plan of Ischemic Stroke,it-hMSC,"A Multicenter, Blind, Randomized, Placebo-controlled Phase I / IIA Study to Evaluate the Safety, Tolerability, and Initial Efficacy of a Single Injection of Ischemia Tolerant Human Allogeneic Bone Marrow Mesenchymal Stem Cells in Patients With Ischemic Stroke",Beijin,,China,"January 1, 2021"
404,405,NCT05075811,"Pouch, Ileal|Fistula",Study of Ossium Mesenchymal Stem Cells for the Treatment of Pouch Fistulas in the Setting of Crohn's Disease,Ossium vBM-MSC|Placebo,A Phase IB/IIA Study of Ossium Vertebral Bone Marrow Derived Mesenchymal Stem Cells (vBM-MSC) for the Treatment of Ileal Anal Anastomosis and Ileal Pouch Fistulas in the Setting of Crohn's Disease of the Pouch,Cleveland,Ohio,United States,"February 1, 2022"
405,406,NCT01663116,Rheumatoid Arthritis Aggravated,"Cx611-0101, eASCs Intravenous Administration to Refractory Rheumatoid Arthritis Patients",Stem cells|Placebo,"""Phase Ib/IIa, Escalating Dose, Single Blind, Clinical Trial to Assess the Safety of the i.v Administration of Allogeneic Adipose-derived Mesenchymal Cells (eASCs) to Refractory Rheumatoid Arthritis (RA) Patients"".",Oviedo|Mérida|La Laguna|Barakaldo|Bilbao|A Coruña|Barcelona|Barcelona|Barcelona|Córdoba|Granada|Granada|Guadalajara|Madrid|Madrid|Madrid|Madrid|Málaga|Santander|Sevilla|Sevilla|Valencia|Valencia,Asturias|Badajoz|Tenerife|Vizcaya|Vizcaya,Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain,March 2011
406,407,NCT01541579,Crohn's Disease,Adipose Derived Mesenchymal Stem Cells for Induction of Remission in Perianal Fistulizing Crohn's Disease,Cx601|Saline solution,"A Phase III, Randomized, Double Blind, Parallel Group, Placebo Controlled, Multicentre Study to Assess Efficacy and Safety of Expanded Allogeneic Adipose-derived Stem Cells (eASCs) for the Treatment of Perianal Fistulising Crohn's Disease Over a Period of 24 Weeks and an Extended Follow-up Period up to 104 Weeks.",Innsbruck|St. Veit/Glan|Wien|Genk|Gent|Leuven|Roeselare|Amiens|Bordeaux|Caen|Clichy|Lille|Marseille|Nice|Paris|Berlin|Berlin|Braunschweig|Frankfurt/Main|Köln|Lüneburg|Haifa|Jerusalem|Petah Tikva|Tel Aviv|Tel Hashomer|Bologna|Firenze|Milano|Napoli|Padova|Rome|Rome|Amsterdam|Amsterdam|Eindhoven|Utrecht|Manises|Barcelona|Cordoba|Huelva|Madrid|Madrid|Madrid|Madrid|Madrid|Madrid|Palma de Mallorca|Pontevedra|Seville|Valencia|Valencia,Valencia,Austria|Austria|Austria|Belgium|Belgium|Belgium|Belgium|France|France|France|France|France|France|France|France|Germany|Germany|Germany|Germany|Germany|Germany|Israel|Israel|Israel|Israel|Israel|Italy|Italy|Italy|Italy|Italy|Italy|Italy|Netherlands|Netherlands|Netherlands|Netherlands|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain,July 2012
407,408,NCT04093336,"Infarction, Middle Cerebral Artery|Infarction, Anterior Cerebral Artery|Cerebral Infarction|Stroke, Ischemic|Acute Stroke|Brain Infarction|Infarction, PCA|Infarction, Posterior Circulation, Brain",Effect of Mesenchymal Stem Cells(MSCs) Transplantation for Acute Cerebral Infarction Patients,human umbilical cord mesenchymal stem cells|Placebo|standardized treatment,Effect of Human Umbilical Cord Mesenchymal Stem Cells(MSCs) Transplantation for on Prognosis of Acute Cerebral Infarction Patients,Shanghai,Shanghai,China,"January 13, 2019"
408,409,NCT05329662,Sexual Dysfunction Female,Adipose Tissue-derived Mesenchymal Stem Cell (AD-MSC) Therapy for the Treatment of Sexual Function Impairment in Female,Autologous adipose-derived mesenchymal stem cell administration for female with sexual functional deficiency,Evaluation of Autologous Adipose Tissue-derived Mesenchymal Stem Cell Efficacy for the Treatment of Sexual Function Impairment in Female,Hanoi,,Vietnam,"November 1, 2022"
409,410,NCT02648386,Rectal Cancer|Erectile Dysfunction,Stem Cell Therapy Combined With NeuroRegen Scaffold™ in Patients With Erectile Dysfunction After Rectal Cancer Surgery,Laparoscopic surgery|NeuroRegen scaffold transplantation|NeuroRegen scaffold/BMMCs transplantation|NeuroRegen scaffold/HUC-MSCs transplantation,Bone Marrow Mononuclear Cells or Human Umbilical Cord-derived Mesenchymal Stem Cells Combined With NeuroRegen Scaffold™ Transplantation for the Improvement of Erectile Function in Men After Rectal Cancer Surgery,Nanjing,Jiangsu,China,January 2016
410,411,NCT04435249,Bronchopleural Fistula,ENgineered Tissue Repair of BronchopleUral fiSTula,BPF-001,"Phase I/II, Open Label Study to Assess the Safety and Efficacy Autologous Bone Marrow-derived Mesenchymal Stromal Cells Seeded on to Decellularised Airway Scaffold in Subjects With Clinically Significant Bronchopleural Fistula",,,,October 2022
