,Rank,NCTId,Condition,BriefTitle,InterventionName,OfficialTitle,LocationCity,LocationState,LocationCountry,StartDate
734,735,NCT02064062,"Achilles Tendinitis, Right Leg|Achilles Tendinitis|Achilles Degeneration|Achilles Tendon Thickening|Tendinopathy|Achilles Tendinitis, Left Leg",Autologous Stem Cells in Achilles Tendinopathy,Autologous Mesenchymal Stem Cells,Autologous Stem Cells in Achilles Tendinopathy,London,,United Kingdom,January 2015
735,736,NCT03822858,Multiple Sclerosis,Expanded Access to Intrathecal Administration of Autologous Mesenchymal Stem Cell-derived Neural Progenitors (MSC-NP) in Progressive Multiple Sclerosis,Intrathecal MSC-NP injection,"Autologous, Bone Marrow-Derived Mesenchymal Stem Cell-Derived Neural Progenitor Cells (MSC-NP), Expanded Ex Vivo; Administered Intrathecally",New York,New York,United States,
736,737,NCT04368806,"Osteoarthritis, Knee",A Phase 2b/3a Study to Evaluate the Efficacy and Safety of JointStem in Patients Diagnosed as Knee Osteoarthritis,JointStem|Placebo Control,"A 48-Weeks, Phase 2b/3a, Double-Blind, Randomized, Placebo Controlled, Multi-center, Superiority Study to Evaluate the Efficacy and Safety of JointStem, Autologous Adipose Tissue Derived Mesenchymal Stem Cells in Patients Diagnosed as Knee Osteoarthritis",El Cajon|La Mesa|Napa|Santa Monica|Washington|Egg Harbor Township|New York,California|California|California|California|District of Columbia|New Jersey|New York,United States|United States|United States|United States|United States|United States|United States,"May 26, 2021"
737,738,NCT01399749,Articular Cartilage Lesion of the Femoral Condyle,Autologous Mesenchymal Stem Cells vs. Chondrocytes for the Repair of Chondral Knee Defects,Implantation of autologous cells,A Comparative Clinical Trial for the Repair of Chondral Knee Defects: Transplantation of Autologous Cultured Chondrocytes vs. Autologous Mesenchymal Stem Cells Derived From Adipose Tissue,Madrid,,Spain,September 2011
738,739,NCT00883727,Myocardial Infarction,Ex Vivo Cultured Bone Marrow Derived Allogenic MSCs in AMI,Stem cell|Plasmalyte A,"A Randomized, Double Blind, Multicentric, Placebo Controlled, Single Dose, Phase - i/ii Study Assessing the Safety and Efficacy of Intravenous ex Vivo Cultured Adult Allogenic Mesenchymal Stem Cells in Patients With st Elevated Acute Myocardial Infarction (Stemi)",Hyderabad|Ahmedabad|Bangalore|Bangalore,Andhra Pradesh|Gujarat|Karnataka|Karnataka,India|India|India|India,April 2009
739,740,NCT04348435,COVID-19,"A Randomized, Double-Blind, Placebo-Controlled Clinical Trial to Determine the Safety and Efficacy of Hope Biosciences Allogeneic Mesenchymal Stem Cell Therapy (HB-adMSCs) to Provide Protection Against COVID-19",HB-adMSCs|Placebos,"A Randomized, Double-Blind, Single Center, Efficacy and Safety Study of Allogeneic HB-adMSCs to Provide Immune Support Against COVID-19",Sugar Land,Texas,United States,"May 14, 2020"
740,741,NCT05131412,Pneumonia|Hematopoietic Stem Cell Transplantation,Mesenchymal Stem Cells for the Treatment of Pneumonia Post Haematopoietic Stem Cell Transplantation,,Mesenchymal Stem Cells for the Treatment of Pneumonia Post Haematopoietic Stem Cell Transplantation: a a Retrospective Cohort Study,Guangzhou,Guangdong,China,"August 8, 2018"
741,742,NCT00690066,"Type 1 Diabetes Mellitus|Type 1 Diabetes|Diabetes Mellitus, Insulin-Dependent|Juvenile Diabetes",PROCHYMAL® (Human Adult Stem Cells) for the Treatment of Recently Diagnosed Type 1 Diabetes Mellitus (T1DM),PROCHYMAL®|Placebo,"A Phase II, Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety and Efficacy of PROCHYMAL® (Ex Vivo Cultured Adult Human Mesenchymal Stem Cells) for the Treatment of Recently Diagnosed Type 1 Diabetes Mellitus",Birmingham|La Jolla|Stanford|Gainesville|Miami|Lexington|Minneapolis|Henderson|Las Vegas|Chapel Hill|Charlotte|Cincinnati|Dayton|Carlisle|Bartlett|Dallas|Salt Lake City|Norfolk|Madison|Milwaukee,Alabama|California|California|Florida|Florida|Kentucky|Minnesota|Nevada|Nevada|North Carolina|North Carolina|Ohio|Ohio|Pennsylvania|Tennessee|Texas|Utah|Virginia|Wisconsin|Wisconsin,United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States,"June 11, 2008"
742,743,NCT02666391,Acute Myocardial Infarction|Myocardial Infarction|Ischemic Cardiomyopathy,Safety and Exploratory Efficacy Study of UCMSCs in Patients With Ischemic Heart Disease (SEESUPIHD),umbilical cord mesenchymal stem cells,,,,,May 2016
743,744,NCT04706312,Diminished Ovarian Response,Transplantation of hAMSCs for Woman With DOR,stem cells,The Safety and Efficacy Assessment of Human Amniotic Mesenchymal Stem Cells(hAMSCs) Transplantation in Woman With Diminished Ovarian Reserve (DOR),Nanjing,Jiangsu,China,April 2021
744,745,NCT02062931,Premature Ovarian Failure,Autologous Mesenchymal Stem Cells Transplantation In Women With Premature Ovarian Failure,Stem Cell Preparation and Injection,Autologous Mesenchymal Stem Cells Transplantation In Women With Premature Ovarian Failure,Cairo,,Egypt,March 2012
745,746,NCT02381366,Bronchopulmonary Dysplasia,Safety and Efficacy of PNEUMOSTEM® in Premature Infants at High Risk for Bronchopulmonary Dysplasia (BPD) - a US Study,Human Umbilical Cord Blood Derived-Mesenchymal Stem Cells,"A Phase I/II, Open-Label Dose Escalation Trial to Evaluate the Safety and Efficacy of Two Dose Levels of PNEUMOSTEM® in Premature Infants at High Risk for Bronchopulmonary Dysplasia (BPD)",Chicago,Illinois,United States,March 2015
746,747,NCT04377334,ARDS|COVID-19,Mesenchymal Stem Cells (MSCs) in Inflammation-Resolution Programs of Coronavirus Disease 2019 (COVID-19) Induced Acute Respiratory Distress Syndrome (ARDS),MSC,Prospective Phase II Study: MSCs in Inflammation-Resolution Programs of SARS-CoV-2 Induced ARDS,Tuebingen,,Germany,May 2022
747,748,NCT03920397,Type 1 Diabetes Mellitus,Mesenchymal Stem Cells in Patients With Type 1 Diabetes Mellitus,Infusion of adipose tissue-derived stem/stromal cells and oral Cholecalciferol supplementation,Allogenic Adipose Derived Mesenchymal Stem Cells and Vitamin D Supplementation in Patients With Recent-onset Type 1 Diabetes Mellitus,Rio de Janeiro,,Brazil,"March 1, 2015"
748,749,NCT03562715,Preeclampsia,microRNAs Role in Pre-eclampsia Diagnosis,,"Role of Mesenchymal Stem Cells Exosomes Derived microRNAs; miR-136, miR-494 and miR-495 in Pre-eclampsia Diagnosis and Evaluation",,,,"November 28, 2016"
749,750,NCT02442817,Schizophrenia,Linagliptin and Mesenchymal Stem Cells: A Pilot Study,Linagliptin,Linagliptin and Mesenchymal Stem Cells: A Pilot Study,Reno,Nevada,United States,"March 2, 2015"
750,751,NCT04914403,Frailty Syndrome,Mesenchymal Stem Cells for The Treatment of Frailty Syndrome,UMC119-06-05,"A Phase I, Open Label, Dose Escalation Study to Evaluate the Safety and Tolerability After Intravenous Infusion of UMC119-06-05 in Elderly Subjects With Mild to Moderate Frailty Syndrome.",New Taipei City,,Taiwan,"September 1, 2021"
751,752,NCT03847844,Acute-graft-versus-host Disease,UCMSCs as Front-line Approach of Treatment for Patients With aGVHD,Umbilical cord derived mesenchymal stem cell|Placebo,Cytopeutics® Umbilical Cord Mesenchymal Stem Cells (Cyto-MSC) for Patients With Grade II -IV Acute Graft-Versus-Host Disease: A Phase I/II Clinical Study,Ampang,Selangor,Malaysia,"February 1, 2019"
752,753,NCT03631420,Bronchopulmonary Dysplasia,Mesenchymal Stem Cells for Prevention of Bronchopulmonary Dysplasia in Infants,Human Umbilical Cord Derived-Mesenchymal Stem Cells,The Safety and Feasibility of UMC119-01 Cell Therapy in Infants at High Risk for Bronchopulmonary Dysplasia,Tainan City,,Taiwan,"October 26, 2018"
753,754,NCT00976430,Parkinson's Disease,Autologous Mesenchymal Stem Cell Transplant for Parkinson's Disease,Autologous Bone marrow derived stem cells transplant,To Study the Safety and Efficacy of Bone Marrow Derived Mesenchymal Stem Cells Transplant in Parkinson's Disease,Mumbai,Maharashtra,India,July 2009
754,755,NCT05132972,Covid 19,Allogenic UCMSCs as Adjuvant Therapy for Severe COVID-19 Patients,Normoxic Allogenic UCMSC|Normal saline solution,Efficacy and Safety of Normoxic Allogenic Umbilical Cord Mesenchymal Stem Cells Administered as Adjuntive Treatment to Standard Treatment in Severe Patients With COVID-19,Surakarta|Bandung|Yogyakarta,Central Java|West Java,Indonesia|Indonesia|Indonesia,"January 17, 2021"
755,756,NCT04476901,Non-ischemic Dilated Cardiomyopathy,Transendocardial Injection of Allogeneic-MSC in Patients With Non-Ischemic Dilated Cardiomyopathy,allogeneic human mesenchymal stem cells (hMSCs)|Placebo,"A Phase IIB Randomized, Placebo-Controlled, Multicenter Study of the Comparative Efficacy and Safety of Transendocardial Injection of Allogeneic-MSC Versus Placebo in Patients With Non- Ischemic Dilated Cardiomyopathy",Stanford|Miami|Louisville|Houston,California|Florida|Kentucky|Texas,United States|United States|United States|United States,"May 7, 2021"
756,757,NCT04206007,Chronic Obstructive Pulmonary Disease Moderate,Mesenchymal Stem Cells for The Treatment of Chronic Obstructive Pulmonary Disease,UMC119-06,The Safety and Feasibility of UMC119-06 Cell Therapy in Subjects With Chronic Obstructive Pulmonary Disease,New Taipei City,,Taiwan,"June 11, 2020"
757,758,NCT03522545,Treatment-resistant Bipolar Depression,Adjunctive Allogeneic Mesenchymal Stem Cells for Treatment-resistant Bipolar Depression,Allogeneic Bone Marrow Derived Multipotent Mesenchymal Stromal Cells (MSCs)|Placebo,Adjunctive Allogeneic Mesenchymal Stem Cells for Treatment-resistant Bipolar Depression,Houston,Texas,United States,"June 1, 2021"
758,759,NCT01663376,Critical Limb Ischemia,Safety and Effect of Adipose Tissue Derived Mesenchymal Stem Cells Implantation in Patients With Critical Limb Ischemia,Autologous Adipose Tissue derived MSCs Transplantation,Effects of Adipose Tissue Derived Stem Cells Implantation in Patients With Critical Limb Ischemia,Pusan,,"Korea, Republic of",January 2009
759,760,NCT05279768,Polycystic Ovary Syndrome,Stem Cells and Secretomes for Infertility Therapy in Polycystic Ovary Syndrome (PCOS) Patients With Insulin Resistance.,UC-MSCs|Secretomes|UC-MSCs and Secretomes|Control,Potential Use of Umbilical Cord Mesenchymal Stem Cells and Secretoms for Infertility Therapy in Polycystic Ovary Syndrome (PCOS) Patients With Insulin Resistance.,Jakarta,,Indonesia,"September 1, 2022"
760,761,NCT05315661,Frontotemporal Dementia,The Safety and The Efficacy Evaluation of ET-STEM in Patients With Frontotemporal Dementia,ET-STEM,Clinical Assessment on the Safety and Potential Efficacy of Mesenchymal Stem Cells Preconditioned With Ethionamide (ET-STEM) in Patients With Frontotemporal Dementia (FTD),,,,"May 17, 2022"
761,762,NCT00827398,Graft-versus-host-disease,Treatment of Steroid Resistant GVHD by Infusion MSC,MSC (hPPL),Treatment of Steroid Resistant Grade II to IV GVHD by Infusion MSCof Mesenchymal Stem Cells Expanded With Human Plasma and Platelet Lysate a Phase I/II Study,Utrecht|Utrecht,,Netherlands|Netherlands,January 2009
762,763,NCT02848131,Chronic Kidney Disease,Senescence in Chronic Kidney Disease,Group 2: Dasatinib|Group 2: Quercetin,"Senescence, Frailty, and Mesenchymal Stem Cell Functionality in Chronic Kidney Disease: Effect of Senolytic Agents",Rochester,Minnesota,United States,July 2016
763,764,NCT01394432,Acute Myocardial Infarction|Heart Failure,"""ESTIMATION Study"" for Endocardial Mesenchymal Stem Cells Implantation in Patients After Acute Myocardial Infarction",PCI and Stem Cells or Placebo injections,Endocardial Mesenchymal Stem Cells Implantation in Patients After Acute Myocardial Infarction,Novosibirsk,,Russian Federation,July 2011
764,765,NCT02982915,Aging Frailty,Lomecel-B on Vaccine-Specific Antibody- Response in Subjects With Aging Frailty,Longeveron Mesenchymal Stem Cells (LMSCs)|Fluzone High Dose Vaccine,Effects of Intravenous Delivery of Lomecel-B (Formerly Allogenic Longeveron Human Mesenchymal Stem Cells (LMSCs)) on VaccinE-Specific Antibody Responses in Subjects With Aging Frailty,Coral Gables|Fort Myers|Miami|Miami|Baltimore|Rockville,Florida|Florida|Florida|Florida|Maryland|Maryland,United States|United States|United States|United States|United States|United States,November 2016
765,766,NCT04893174,"Osteoarthritis, Knee",Mesenchymal Stem Cells for The Treatment of Knee Osteoarthritis (KOA).,UMC119-06-05|Hyaluronic acid,"A Phase 1, Open Label, Dose Escalation Study to Evaluate the Safety and Tolerability After Intra Articular (IA) Injection of UMC119-06-05 in Adult Subjects With Mild to Moderate Knee Osteoarthritis(KOA).",Taipei,,Taiwan,January 2022
766,767,NCT01844661,Children|Solid Tumors|Metastases,Safety and Efficacy of Repeated Infusion of CELYVIR in Children and Adults With Metastatic and Refractory Tumors.,CELYVIR,Phase 1 Trial of Celyvir in Children and Adults With Metastatic and Refractory Solid Tumors.,Madrid,,Spain,January 2013
767,768,NCT02003131,Osteoarthritis of the Knee,Safety and Feasibility Study of Mesenchymal Trophic Factor (MTF) for Treatment of Osteoarthritis,Trophic factors from umbilical cord mesenchymal stem cells,Safety and Feasibility Study of Mesenchymal Trophic Factor (MTF) for Treatment of Osteoarthritis,Panama City,,Panama,December 2013
768,769,NCT03123458,Immune Related Disorder|Tissue Damage,Clonal Fetal Mesenchymal Stem Cells (cfMSCs) for the Control of Immune-related Disorders,clonal fetal MSCs,Clonal Fetal Mesenchymal Stem Cells (cfMSCs) for the Control of Immune-related Disorders,Beijing|Shenzhen|Beijing,Beijing|Guangdong,China|China|China,"January 1, 2016"
769,770,NCT03631589,Steroid-resistant Severe aGVHD,MSC for Severe aGVHD,MSCs,Treatment of Steroid-resistant Severe Acute Graft-versus-host Disease With Mesenchymal Stem Cells,Fuzhou,Fujian,China,"December 1, 2017"
770,771,NCT02192736,Asthma,Safety and Feasibility Study of Intranasal Mesenchymal Trophic Factor (MTF) for Treatment of Asthma,Trophic factors from umbilical cord mesenchymal stem cells,Safety and Feasibility Study of Intranasal Mesenchymal Trophic Factor (MTF) for Treatment of Asthma,Panama City,,Panama,July 2014
771,772,NCT03516006,Primary Sclerosing Cholangitis,Umbilical Cord Mesenchymal Stem Cells in Primary Sclerosing Cholangitis,UCMSC|UDCA,Intra-arterial Injection of Umbilical Cord Mesenchymal Stem Cells in Primary Sclerosing Cholangitis,,,,January 2017
772,773,NCT02083731,"Stem Cell Transplantation, Hematopoietic|CMV Infection|Hematological Diseases",MSC for Treatment of CMV Infection,MSCs,Mesenchymal Stem Cells for Treatment of CMV Infection After Hematopoietic Stem Cell Transplant,Guangzhou,Guangdong,China,January 2014
773,774,NCT01981330,Improved Healing of Scarred Vocal Folds|Improved Vocal Fold Status|Improved Vocal Fold Function,Pilot Study of Stem Cell Treatment of Patients With Vocal Fold Scarring,aMSC|aMSC+hyaluronan gel,Pilot Study of Patients With Severe Hoarseness and Vocal Fold Scarring Treated With Mesenchymal Stem Cells With and Without Hyaluronan Gel,Stockholm,,Sweden,January 2012
774,775,NCT02917681,AMYOTROPHIC LATERAL SCLEROSIS,Study of Two Intrathecal Doses of Autologous Mesenchymal Stem Cells for Amyotrophic Lateral Sclerosis,Two intrathecal MSC injections,,Sao Paulo,SP,Brazil,September 2016
775,776,NCT03743155,Xerostomia Due to Radiotherapy,Clinical Trial to Evaluate the Effect and Safety of MSV in Xerostomy,mesenchymal cells,"Phase II Clinical Trial to Evaluate the Effect and Safety of MSV * in Xerostomia * Adult Autologous Bone Marrow Mesenchymal Stem Cells, Expanded Under GMP of IBGM",Barcelona,,Spain,"December 15, 2018"
776,777,NCT02958267,Knee Osteoarthritis,Investigation of Mesenchymal Stem Cell Therapy for the Treatment of Osteoarthritis of the Knee,BMAC injection|PRP injection|Gel-One® hyaluronate injection,Investigation of Mesenchymal Stem Cell Therapy for the Treatment of Osteoarthritis of the Knee: Effect on Pain and Quality of Life,Columbus,Ohio,United States,December 2016
777,778,NCT05333029,Graft Versus Host Disease,Extracorporeal Photopheresis and Mesenchymal Stem Cell Infusion for GVHD,Allogeneic mesenchymal stromal cells (MSCs)|Extracorporeal photopheresis (ECP),A Phase II Study of Combination Treatment With Extracorporeal Photopheresis and Mesenchymal Stem Cell Infusion for High-Risk and Steroid-Refractory Acute GVHD,Cleveland,Ohio,United States,October 2022
778,779,NCT04939337,Crohn's Disease,A Study of TH-SC01 for Treating Complex Perianal Fistula in Perianal Crohn's Disease.,TH-SC01,"Study to Assess the Safety and Efficacy of Allogeneic Umbilical Cord-derived Mesenchymal Stem Cells(TH-SC01), for Treatment of Complex Perianal Fistulas in Perianal Crohn's Disease.",Nanjing,Jiangsu,China,"November 12, 2020"
779,780,NCT04339660,COVID-19,Clinical Research of Human Mesenchymal Stem Cells in the Treatment of COVID-19 Pneumonia,UC-MSCs|Placebo,Clinical Research of Human Mesenchymal Stem Cells in the Treatment of COVID-19 Pneumonia,Wuhan,Hubei,China,"February 1, 2020"
780,781,NCT05152368,Peripheral Neuropathy|Trigeminal Neuralgia,Safety of Cultured Allogeneic Adult Umbilical Cord Stem Cells for Trigeminal Neuralgia and Peripheral Neuropathy,AlloRx,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for the Treatment of Trigeminal Neuralgia and Peripheral Neuropathy,St. John's,,Antigua and Barbuda,January 2022
781,782,NCT03925324,Ischemic Heart Disease|Non-ischemic Cardiomyopathy,Serial Infusions of Allogeneic Mesenchymal Stem Cells in Cardiomyopathy Patients With Left Ventricular Assist Device,Human Allogeneic Mesenchymal Bone Marrow Cells (aMBMC)|Placebo,"A Randomized, Double-Blind, Placebo-Controlled Phase IIa Study of the Safety and Efficacy of Intravenous Delivery of Allogeneic Mesenchymal Stem Cells in Cardiomyopathy Patients and Implanted Left Ventricular Assist Device",Washington,District of Columbia,United States,"May 3, 2019"
782,783,NCT03033277,Primary Ovarian Insufficiency,Human Umbilical Cord Mesenchymal Stem Cells (HUC-MSCs) Transplantation in Women With Primary Ovarian Insufficiency (POI),Placebo transplantation|HUC-MSCs transplantation,Human Umbilical Cord Mesenchymal Stem Cells (HUC-MSCs) Transplantation in Women With Primary Ovarian Insufficiency (POI),Beijing,Beijing,China,February 2016
783,784,NCT05167188,Graft Vs Host Disease,Evaluation of GvHD Damage on Medullary Mesenchymal Stem Cells,no intervention,Prospective Multicenter Study for the Evaluation of GvHD Damage on Medullary Mesenchymal Stem Cells - GvHD Damage on MSCs,Torino,,Italy,"October 14, 2021"
784,785,NCT05288725,"Osteoarthritis, Knee",Mesenchymal Stem Cell Therapy for Knee Osteoarthritis,Bone Marrow Derived MSCs|Corticosteroid|Bone Marrow Aspirate,"A Study to Evaluate the Safety, and Efficacy of Minimally Manipulated Autologous Bone Marrow Aspirate to Treat Knee Osteoarthritis in Patients",Chesterfield|Steubenville|Salt Lake City,Missouri|Ohio|Utah,United States|United States|United States,August 2022
785,786,NCT05147779,Erectile Dysfunction|Peyronie's Disease|Interstitial Cystitis,"Safety of Cultured Allogeneic Adult Umbilical Cord Stem Cells for Peyronie's Disease, ED, and Interstitial Cystitis",AlloRx,"Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for the Treatment of Peyronie's Disease, Erectile Dysfunction, and Interstitial Cystitis",St. John's,,Antigua and Barbuda,December 2021
786,787,NCT01824121,Progressive Supranuclear Palsy,"Clinical Trial to Evaluate Bone Marrow Stem Cell Therapy for PSP, a Rare Form of Parkinsonism",stem cell therapy,"Autologous Mesenchymal Stem Cell Therapy in Progressive Supranuclear Palsy: a Randomized, Double-blind, Controlled Clinical Trial",Milano,,Italy,December 2012
787,788,NCT03158896,Acute Graft Versus Host Disease,Evaluation of Umbilical Cord-Derived Wharton's Jelly Stem Cells for the Treatment of Acute Graft Versus Host Disease,MSCTC-0010 Dose Escalation,"A Phase I Study To Evaluate the Safety of Umbilical Cord - Derived, Ex-Vivo Cultured and Expanded Wharton's Jelly Mesenchymal Stem Cells for the Treatment of De Novo High Risk Acute or Steroid Refractory Acute Graft Versus Host Disease",Kansas City,Kansas,United States,"July 9, 2018"
788,789,NCT02237547,Spinal Cord Injury,Safety and Feasibility Study of Cell Therapy in Treatment of Spinal Cord Injury,Intravenous and intrathecal human umbilical cord tissue-derived mesenchymal stem cells and bone marrow mononuclear cells,Safety and Feasibility Study of Cell Therapy in Treatment of Spinal Cord Injury,Panama City,,Panama,September 2014
789,790,NCT03509025,Knee Osteoarthritis,Follow-up Study for Participants Jointstem Clinical Trial,Jointstem,"Open, Multicenter Follow-up Trial About Active Group of Phase IIb Clinical Trial of JOINTSTEM in Patients With Degenerative Arthritis",Seoul|Seoul,,"Korea, Republic of|Korea, Republic of","February 8, 2017"
790,791,NCT04520945,"Osteoarthritis, Knee",Phase 2B Clinical Study of Chondrogen for Treatment of Knee Osteoarthritis,Chondrogen|Placebo,Phase 2B: Randomized Double-Blinded Clinical Study of Chondrogen for Treatment of Knee Osteoarthritis,Cheras,Kuala Lumpur,Malaysia,"October 31, 2020"
791,792,NCT01318330,Graft-vs-Host Disease,Safety Study of Homeo-GH (Bone Marrow Derived Clonal Mesenchymal Stem Cell) to Treat Acute/Chronic Graft Versus Host Disease (GVHD),Homeo-GH,"Five-Week, Multi-center, Phase I Clinical Trial to Evaluate Safety of Homeo-GH After Intra Venus Administration for the Treatment of Graft Versus Host Disease Patients",In Cheon|Seoul|Seoul|Seoul,,"Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of",November 2010
792,793,NCT05507697,Diabetic Peripheral Neuropathy Type 2,Treatment With Human Umbilical Cord Mesenchymal Stem Cells for Refractory Diabetic Peripheral Neuropathy,HUC-MSCs|Lipoic Acid,Clinical Study of Human Umbilical Cord Mesenchymal Stem Cells in the Treatment of Refractory Diabetic Peripheral Neuropathy,Wuhan,Hubei,China,"May 19, 2022"
793,794,NCT02672280,Wounds|Diabetic Foot Ulcers|Burns,Safety and Exploratory Efficacy Study of Collagen Membrane With Mesenchymal Stem Cells in the Treatment of Skin Defects,Medical Collagen Membrane with MSC|Medical Collagen Membrane,,,,,May 2016
794,795,NCT01454336,Liver Fibrosis,Transplantation of Autologous Mesenchymal Stem Cell in Decompensate Cirrhotic Patients With Pioglitazone,Cell injection,Phase 1 Trial of Combined Pioglitazone Plus Autologous Bone Marrow Mesenchymal Stem Cell Transplantation in Patients With Compensated Cirrhosis,Tehran,,"Iran, Islamic Republic of",June 2010
795,796,NCT05354141,COVID-19 Acute Respiratory Distress Syndrome,Bone Marrow Mesenchymal Stem Cell Derived EVs for COVID-19 Moderate-to-Severe Acute Respiratory Distress Syndrome (ARDS): A Phase III Clinical Trial,EXOFLO,Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicles as Early Goal Directed Therapy for COVID-19 Moderate-to-Severe Acute Respiratory Distress Syndrome (ARDS):,Mesquite,Texas,United States,"July 1, 2022"
796,797,NCT00683722,"Pulmonary Disease, Chronic Obstructive|Pulmonary Emphysema|Chronic Bronchitis",PROCHYMAL™ (Human Adult Stem Cells) for the Treatment of Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD),Prochymal™|Placebo,"A Phase II, Multicenter, Randomized, Double-blind, Placebo-controlled Study to Evaluate the Safety and Efficacy of PROCHYMAL™ (ex Vivo Cultured Adult Human Mesenchymal Stem Cells) Intravenous Infusion for the Treatment of Subjects With Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD)",Los Angeles|Torrance|Charlotte|Greenville|Spartanburg|Burlington,California|California|North Carolina|South Carolina|South Carolina|Vermont,United States|United States|United States|United States|United States|United States,"March 20, 2008"
797,798,NCT02352077,Spinal Cord Injury,NeuroRegen Scaffold™ With Stem Cells for Chronic Spinal Cord Injury Repair,NeuroRegen scaffold with BMMCs or MSCs transplantation,Safety and Efficacy of NeuroRegen Scaffold™ With Bone Marrow Mononuclear Cells or Mesenchymal Stem Cells for Chronic Spinal Cord Injury Repair,Beijing|Suzhou|Tianjin,,China|China|China,January 2015
798,799,NCT01742533,Premature Ovarian Failure，,Stem Cell Therapy Combined Hormone Replacement Therapy in Patients With Premature Ovarian Failure,human umbilical cord mesenchymal stem cells|hUCMSCs and hCBMNCs|human cord blood mononuclear cells|Hormone Replacement Therapy,A Phase Ι/Π Study of Human Cord Blood Mononuclear Cells and Human Umbilical Cord Mesenchymal Stem Cells Transplantation Combined With Hormone Replacement Therapy in Patients With Premature Ovarian Failure,Shenzhen,Guangdong,China,March 2012
799,800,NCT02809781,"Spondylitis|Spondylitis, Ankylosing|Ankylosis|Arthritis|Spondylarthritis|Spondylarthropathies|Spinal Diseases|Musculoskeletal Diseases|Bone Diseases",A Pilot Study of MSCs Iufusion and Etanercept to Treat Ankylosing Spondylitis,Intravenous infusion of MSCs|Etanercept,Phase III Study of Human Bone Marrow-Derived Mesenchymal Stem Cells to Treat AS,Guangzhou,Guangdong,China,June 2016
800,801,NCT02326935,Multiple Sclerosis,Multi-Center Study Safety of Adipose Derived Mesenchymal Stem Cells for the Treatment of Multiple Sclerosis,Autologous adipose derived mesenchymal cells,"Proposal for a Non-randomized, Patient Sponsored, Multi-center Study Studying the Impact and Safety of the Utilization of Culture Expanded Autologous, Adipose-derived Mesenchymal Stem Cells Deployed Via Intravenous Injection for the Treatment of Multiple Sclerosis",George Town,,Cayman Islands,November 2014
801,802,NCT02570932,Spinal Cord Injury,Administration of Expanded Autologous Adult Bone Marrow Mesenchymal Cells in Established Chronic Spinal Cord Injuries,Autologous Mesenchymal Bone Marrow Cell,Intrathecal Administration (Pattern 100/3) of Expanded Autologous Adult Bone Marrow Mesenchymal Stem Cells in Established Chronic Spinal Cord Injuries,Majadahonda,Madrid,Spain,July 2015
802,803,NCT01539902,Lupus Nephritis,Phase 2 Study of Human Umbilical Cord Derived Mesenchymal Stem Cell for the Treatment of Lupus Nephritis,Human Umbilical Cord derived MSCs|Cyclophosphamide,"A Randomized, Double Blind, Parallel Group, Placebo Controlled Research of Human Umbilical Cord Derived Mesenchymal Stem Cell for the Treatment of Lupus Nephritis",Kunming,Yunan,China,February 2012
803,804,NCT01696591,"Alzheimer Disease|Dementia|Brain Diseases|Central Nervous System Diseases|Nervous System Diseases|Tauopathies|Neurodegenerative Diseases|Delirium, Dementia, Amnestic, Cognitive Disorders|Mental Disorders",The Long-Term Safety and Efficacy Follow-Up Study of Subjects Who Completed the Phase I Clinical Trial of Neurostem®-AD,NEUROSTEM®-AD,The Long-Term Safety and Efficacy Follow-up Study of Subjects Who Completed the Phase I Clinical Trial of Neurostem®-AD,Seoul,,"Korea, Republic of",March 2012
804,805,NCT04776538,Xerostomia Following Radiotherapy,Safety and Efficacy of Mesenchymal Stem Cell for Radiation-induced Hyposalivation and Xerostomia in Previous Head and Neck Cancer Patients,Stem cells|Placebo,"A Single-centre, Double-blinded, Randomised, Placebo-controlled, Phase II Study to Investigate the Safety and Efficacy of Mesenchymal Stem Cell for Radiation-induced Hyposalivation and Xerostomia in Previous Head and Neck Cancer Patients (MESRIX-III)",Copenhagen,,Denmark,"February 9, 2021"
805,806,NCT04623606,Osteogenesis Imperfecta,Boost to Brittle Bones - Stem Cell Transplantation for Treatment of Brittle Bones,BOOST cells,"Exploratory, Open Label, Multiple Dose, Phase I/II Trial Evaluating Safety, Efficacy of Intravenous and Intraosseous Infusion of Allogeneic Fetal Mesenchymal Stem In Treatment of Severe Osteogenesis Imperfecta Compared With Historical and Untreated Prospective Controls",Vellore,Tamil Nadu,India,"May 20, 2019"
806,807,NCT00284986,Graft Versus Host Disease,Safety and Efficacy of Prochymal® for the Salvage of Treatment-Refractory Acute GVHD Patients,Prochymal®,A Phase II Open Label Study to Evaluate the Safety and Efficacy of Prochymal® (Ex-vivo Cultured Adult Human Mesenchymal Stem Cells) Infusion for the Salvage of Treatment-Refractory Acute GVHD Patients,Durham,North Carolina,United States,"November 18, 2005"
