,Rank,NCTId,Condition,BriefTitle,InterventionName,OfficialTitle,LocationCity,LocationState,LocationCountry,StartDate
205,206,NCT03905824,Osteochondral Fracture of Talus,The Effectiveness of Adding Allogenic Stem Cells After Traditional Treatment of Osteochondral Lesions of the Talus,Allogenic stromal mesenchymal cells derived from the umbilical cord|Debridement and microfracture,"Randomized, Multicentric, Prospective, Double-blind Study: Effectiveness of Adding Allogenic Stem Cells to a Platelet-poor Plasma Scaffold After Arthroscopic Debridement and Microfractures in Patients With Osteochondral Lesions of the Talus",Santiago,Independencia,Chile,"January 15, 2019"
206,207,NCT04865107,Covid19|Acute Respiratory Distress Syndrome,Cellular Immuno-Therapy for COVID-19 ARDS Randomized Clinical Trial,UC-MSCs|Placebo,Cellular Immuno-Therapy for COVID-19 ARDS Randomized Clinical Trial,Oshawa|Ottawa|Toronto|Montréal,Ontario|Ontario|Ontario|Quebec,Canada|Canada|Canada|Canada,"April 27, 2021"
207,208,NCT02525432,"Brain Injuries, Traumatic|Brain Injuries, Acute|TBI (Traumatic Brain Injury)",Autologous Stem Cell Study for Adult TBI (Phase 2b),Placebo Infusion|Autologous BMMNC Infusion,A Multicenter Trial of Autologous Bone Marrow Mononuclear Cells for the Treatment of Adult Severe Traumatic Brain Injury,Houston,Texas,United States,"November 21, 2016"
208,209,NCT02846883,Abdominal Aortic Aneurysm,Safety and Efficacy of Allogeneic MSCs in Promoting T-regulatory Cells in Patients With Small Abdominal Aortic Aneurysms,MSCs|MSCs|Placebo,Mesenchymal Stem Cells Induce Regulatory T Cells in Patients With Aortic Aneurysm,Indianapolis,Indiana,United States,"December 5, 2016"
209,210,NCT03682315,Sinus Floor Augmentation,Comparison of Phicogenic vs. Xenogeneic Biomaterial for Maxillary Sinus Floor Elevation,Biphasic phycogenic biomaterial|Xenograft bovine hydroxyapatite,Algae-derived Hydroxyapatite Behaviour as Bone Biomaterial in Comparison to Anorganic Bovine Bone. A Randomised Split-mouth Human Study.,Granada,,Spain,September 2016
210,211,NCT02770430,Graft vs Host Disease,Mesenchymal Stem Cells as First Treatment Line for Resistant Acute Graft Versus Host Disease,mesenchymal stem cells|conventional treatment,"A Phase II, Randomized Study to Evaluate the Human Mesenchymal Stem Cells as a First-line Treatment for aGVHD in Patients Steroids Resistant.",Porto Alegre,Rio Grande do Sul,Brazil,September 2015
211,212,NCT03797963,Sinus Floor Augmentarion,Clinical Study on the Use of Symbios Xenograft for Sinus Floor Elevation,PBM+ACB|ABB+ACB,Split-mouth Randomized Clinical Study on the Use of Symbios Xenograft for Sinus Floor Elevation,Granada,,Spain,"January 8, 2019"
212,213,NCT05152160,Graft Vs Host Disease,Umbilical Cord Mesenchymal Stem Cells in the Treatment of Moderate/Severe Chronic Graft-versus-host Disease,Umbilical Cord Mesenchymal Stem Cell Therapy,Clinical Trial of Umbilical Cord Mesenchymal Stem Cells in the Treatment of Moderate/Severe Chronic Graft-versus-host Disease,Shenzhen,Guangdong,China,"August 1, 2021"
213,214,NCT02482194,Spinal Cord Injury,Autologous Mesenchymal Stem Cells Transplantation for Spinal Cord Injury- A Phase I Clinical Study,mesenchymal stem cells,Autologous Transplantation of Bone Marrow Mesenchymal Stem Cells in Patients of Spinal Cord Injury-Phase I Clinical Trial,Rawalpindi,,Pakistan,June 2013
214,215,NCT04602442,Covid19|SARS-CoV-2 PNEUMONIA|COVID-19,Safety and Efficiency of Method of Exosome Inhalation in COVID-19 Associated Pneumonia,EXO 1 inhalation|EXO 2 inhalation|Placebo inhalation,The Extended Protocol of Evaluation of Safety and Efficiency of Method of Exosome Inhalation in COVID-19 Associated Two-Sided Pneumonia,Samara,,Russian Federation,"October 1, 2020"
215,216,NCT04491240,Covid19|SARS-CoV-2 PNEUMONIA|COVID-19,Evaluation of Safety and Efficiency of Method of Exosome Inhalation in SARS-CoV-2 Associated Pneumonia.,EXO 1 inhalation|EXO 2 inhalation|Placebo inhalation,The Protocol of Evaluation of Safety and Efficiency of Method of Exosome Inhalation in SARS-CoV-2 Associated Two-Sided Pneumonia,Samara,,Russian Federation,"July 20, 2020"
216,217,NCT02037204,Foreign-Body Reaction|Inflammation|Effusion (L) Knee|Knee Pain Swelling,IMPACT: Safety and Feasibility of a Single-stage Procedure for Focal Cartilage Lesions of the Knee.,Cartilage repair surgery,Instant MSC Product Accompanying Autologous Chondron Transplantation (IMPACT): Safety and Feasibility of a Single-stage Procedure for Focal Cartilage Lesions of the Knee.,Utrecht,,Netherlands,March 2013
217,218,NCT00731744,Normal Full-Term Deliveries,Generation of Dendritic Cell Precursors From Cord Blood Stem Cells,Normal full-term deliveries,Generation of Dendritic Cell Precursors From Cord Blood Stem Cells,Taipei,,Taiwan,January 2007
218,219,NCT03795649,Hemorrhage,The Immunomodulatory Effect of Antrifibrinolytic (Tranexamic Acid) in Total Knee Arthroplasty,Tranexamic Acid,The Immunomodulatory Effect of Antrifibrinolytic (Tranexamic Acid) in Total Knee Arthroplasty,Zagreb,,Croatia,"December 18, 2018"
219,220,NCT03918655,Acute Myeloid Leukemia,MIF Involvement in AML,,MIF : a New Target to Eradicate the Pre-leukemic Clone in Acute Myeloid Leukemia,Paris,,France,"July 7, 2019"
220,221,NCT02696876,"Defect of Articular Cartilage|Cartilage Injury|Osteoarthritis, Knee",Synovium Brushing to Augmented Microfracture for Improved Cartilage Repair,Arthroscopic synovial brushing|Microfracture,Safety and Efficacy of a Novel Synovium Brushing Method for Endogenous Mesenchymal Stem Cells Mobilisation During Knee Joint Microfracture for Cartilage Repair.,Leeds,West Yorkshire,United Kingdom,January 2017
221,222,NCT03745417,Mesenchymal Stromal Cells|Psoriasis|Drug Effect|Drug Toxicity,Efficacy and Safety of Expanded UCMSCs On Patients With Moderate to Severe Psoriasis,Umbilical cord mesenchymal stem cells,Efficacy and Safety of Expanded Umbilical Cord Mesenchymal Stem Cells On Patients With Moderate to Severe Psoriasis,Guangzhou,Guangdong,China,"August 31, 2021"
222,223,NCT04482699,Severe COVID-19 Disease,RAPA-501-Allo Therapy of COVID-19-ARDS,RAPA-501-Allo off-the-shelf Therapy of COVID-19|Placebo,Phase I/Phase II Trial of Allogeneic Hybrid TREG/Th2 Cell (RAPA-501-ALLO) Therapy for COVID-19-Related ARDS,Hackensack,New Jersey,United States,"December 30, 2020"
223,224,NCT03265613,Mesenchymal Stromal Cells|Psoriasis|Drug Toxicity|Drug Effect,Safety and Efficacy of Expanded Allogeneic AD-MSCs in Patients With Moderate to Severe Psoriasis,adipose-derived multipotent mesenchymal stem cells,Safety and Efficacy of Expanded Allogeneic Adipose-derived Mesenchymal Stem Cells in Patients With Moderate to Severe Psoriasis,Guangzhou,Guangdong,China,"September 24, 2017"
224,225,NCT03392311,Mesenchymal Stromal Cells|Psoriasis|Drug Effect|Drug Toxicity,Efficacy and Safety of AD-MSCs Plus Calpocitriol Ointment in Patients With Moderate to Severe Psoriasis,Calcipotriol ointment|adipose-derived multipotent mesenchymal stem cells,Efficacy and Safety of Expanded Allogeneic Adipose-derived Mesenchymal Stem Cells Plus Calpocitriol Ointment in Patients With Moderate to Severe Psoriasis,Guangzhou,Guangdong,China,"August 17, 2019"
225,226,NCT04275024,Mesenchymal Stromal Cells|Psoriasis|Drug Effect|Drug Toxicity,Efficacy and Safety of AD-MSCs Plus Calpocitriol Ointment and PSORI-CM01 Granule in Psoriasis Patients,Calcipotriol ointment|PSORI-CM01 Granule|adipose-derived multipotent mesenchymal stem cells,Efficacy and Safety of AD-MSCs Plus Calpocitriol Ointment and PSORI-CM01 Granule in Patients With Moderate to Severe Psoriasis,Guangzhou,Guangdong,China,"April 1, 2020"
226,227,NCT05086939,Knee Osteoarthritis,Multicenter Clinical Trial Comparing Treatment With Allogeneic Mesenchymal Cells Versus Autologous Mesenchymal Cells and Versus Active Control With Hyaluronic Acid in Patients With Knee Osteoarthritis.,Autologous MSCs|Allogenic MSCs|Hyaluronic Acid,"Phase III, Multicenter, Randomized, Open-label Clinical Trial Comparing Treatment With Allogeneic Mesenchymal Cells Versus Autologous Mesenchymal Cells and Versus Active Control With Hyaluronic Acid in Patients With Knee Osteoarthritis",Barcelona|Madrid|Madrid|Madrid|Murcia|Málaga|Pamplona|Salamanca|Valladolid,,Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain,"May 26, 2021"
227,228,NCT02338271,Low Back Pain,Autologous Adipose Derived Stem Cell Therapy for Intervertebral Disc Degeneration,autologous adipose derived mesenchymal stem cell,Safety and Efficacy Study of Autologous Adipose Derived Mesenchymal Stem Cells Implantation in Chronic Low Back Pain Patients With Lumbar Intervertebral Disc Degeneration,Seongnam-si,Gyeonggi-do,"Korea, Republic of",January 2015
228,229,NCT03794622,Bone Marrow|Femoral Shaft Fracture,Autologous Bone Marrow Concentration for Femoral Shaft Fracture Union,intramedullary nail fixation with bone marrow concentration|intramedullary nail fixation,The Effect of Autologous Bone Marrow Concentration on Femoral Shaft Fracture Union,Changhua City,Changhua,Taiwan,"June 14, 2017"
229,230,NCT03793530,Bone Marrow|Spinal Fusion,Autologous Bone Marrow Concentrate in Elective Tranforaminal Lumbar Interbody Fusion Surgery,Transforaminal lumbar interbody fusion with local bone graft and intraoperative bone marrow concentration|Transforaminal lumbar interbody fusion with local bone graft,The Use of Bone Marrow Concentrate in Elective Tranforaminal Lumbar Interbody Fusion Surgery: A Randomized Control Trial,Changhua City,Changhua,Taiwan,"August 1, 2017"
230,231,NCT03792594,Rotator Cuff Tear|Bone Marrow,Autologous Bone Marrow Concentration for Rotator Cuff Tear,arthroscopic repair with bone marrow concentration|arthroscopic repair,The Effect of Autologous Bone Marrow Concentration Combined With Arthroscopy for Rotator Cuff Tear,Changhua City,Changhua,Taiwan,"May 12, 2017"
231,232,NCT03787329,Avascular Necrosis of Femur|Bone Marrow,Autologous Bone Marrow Concentration for Avascular Necrosis of Femoral Head,Core decompression surgery with bone marrow concentration|Core decompression surgery,The Effect of Autologous Bone Marrow Concentration Combined With Core Decompression for Avascular Necrosis of Femoral Head,Changhua City,Changhua,Taiwan,"April 14, 2017"
232,233,NCT02240823,Delayed Graft Function,Can Fat Derived Stem Cells (SVF) be Used in the Treatment of Erectile Dysfunction After Prostatectomy,adipose derived stem cells,Phase 1 Study. Can Fat Derived Stem Cells (SVF) be Used in the Treatment of Erectile Dysfunction After Prostatectomy,Odense,,Denmark,April 2014
233,234,NCT05066334,Intervertebral Disc Degeneration|Chronic Low-back Pain,Efficacy of Intradiscal Injection of Autologous BM-MSC in Subjects With Chronic LBP Due to Multilevel Lumbar IDD,Autologous BM-MSC|Sham,Intervertebral Disc Regeneration Mediated by Autologous Mesenchymal Stem/Stromal Cells Intradiscal Injection: a Phase IIB Randomized Clinical Trial - DREAM Trial,Roma,,Italy,"March 22, 2021"
234,235,NCT03103295,Bone Defects,3D Tissue Engineered Bone Equivalent for Treatment of Traumatic Bone Defects,3D-Tissue Engineered Bone Equivalent,Safety and Efficacy Study of Traumatic Bone Defects Treatment With Use of 3D Tissue Engineered Equivalent.,Kiev,,Ukraine,"November 20, 2015"
235,236,NCT04759105,Intervertebral Disc Degeneration|Chronic Low-back Pain,Efficacy of Intradiscal Injection of Autologous BM-MSC in Worker Patients Affected by Chronic LBP Due to Multilevel IDD,Autologous BM-MSC|Sham Procedure,Autologous Mesenchymal Stem/Stromal Cells for the Treatment of Workers Affected by Chronic Low Back Pain Due to Multilevel InterVErtebral Disc Degeneration: a Phase IIB Randomized Clinical Trial,Roma,,Italy,"November 17, 2020"
236,237,NCT01993368,Aggressive Periodontitis|Chronic Periodontitis,Analysis of Osteoimmune Interactions Linking Inflammation and Bone Destruction in Aggressive Periodontitis,flow cytometry,Analysis of Osteoimmune Interactions Linking Inflammation and Bone Destruction in Aggressive Periodontitis,Nice,,France,November 2013
237,238,NCT03369457,"Complications; Implant, Orthopedic",Analysis of the Osteogenic Potential of Multipotent Cells From Different Anatomical Regions,Isolation of multipotent cells,Analysis of the Osteogenic Potential of Multipotent Cells From Different Anatomical Regions in Hip Replacement Surgery,Milan,,Italy,"January 10, 2018"
238,239,NCT03325322,Chronic Kidney Diseases|Diabetes Mellitus|Diabetic Nephropathies,Inflammation and Stem Cells in Diabetic and Chronic Kidney Disease,Fisetin|Placebo oral capsule,"Frailty, Inflammation, and Stem Cell Functionality in Chronic Kidney Disease",Rochester,Minnesota,United States,"January 2, 2018"
239,240,NCT04519671,Perianal Crohn Disease|Perianal Fistula|Crohn Disease,Mesenchymal Stem Cells for the Treatment of Perianal Fistulizing Crohn's Disease,Mesenchymal Stem Cells|Placebo,A Phase IB/IIA Study of Adult Allogeneic Bone Marrow Derived Mesenchymal Stem Cells for the Treatment of Perianal Fistulizing Crohn's Disease,Cleveland,Ohio,United States,"November 19, 2020"
240,241,NCT02379442,Graft-Versus-Host Disease,Early Treatment of Acute Graft Versus Host Disease With Bone Marrow-Derived Mesenchymal Stem Cells and Corticosteroids,MSC,A Pilot Study of Early Treatment of Acute Graft Versus Host Disease With Bone Marrow- Derived Mesenchymal Stem Cells and Corticosteroids: Correlation of Disease Severity and Response With Biomarkers,Bethesda,Maryland,United States,"February 23, 2015"
241,242,NCT05054803,Spinal Cord Injury Cervical,Cell Therapy for Chronic Traumatic Cervical Incomplete Spinal Cord Injury,WJ-MSC (XCEL-UMC-BETA)|Placebo,"A Phase I/II, Randomized, Double-blind, Placebo-controlled, Parallel, 2-arms Clinical Trial to Assess the Safety and Efficacy of Intrathecal Administration of WJ-MSC in Chronic Traumatic Cervical Incomplete Spinal Cord Injury",Badalona|A Coruña,Barcelona,Spain|Spain,"October 13, 2021"
242,243,NCT04785027,Traditional Chinese Medicine|Drug Effect|Drug Safety|Psoriasis|Mesenchymal Stromal Cells,Comparison of PSORI-CM01 Formula vs Gu Ben Hua Yu Formula Combined With AD-MSCs in Psoriasis,PSORI-CM01 formula|Gu Ben Hua Yu formula|adipose-derived multipotent mesenchymal stem cells,Comparison of PSORI-CM01 Formula vs Gu Ben Hua Yu Formula Combined With Expanded Allogeneic Adipose-derived Mesenchymal Stem Cells in Patients With Moderate to Severe Psoriasis: a Pilot Study for a Randomized Controlled Trial,Guangzhou,Guangdong,China,"March 17, 2021"
243,244,NCT04136743,Spinal Cord Injuries|Tendinopathy|Rotator Cuff Tears|Shoulder Pain,Ultrasound-Guided Treatments for Shoulder Pain in Wheelchair Users With Spinal Cord Injury,Lipogems|Dexamethasone,Ultrasound-Guided Treatments for Chronic Shoulder Pain in Wheelchair Users With Spinal Cord Injury: A Randomized Controlled Trial,West Orange,New Jersey,United States,"June 14, 2019"
244,245,NCT04274543,Tibial Meniscus Injuries|Knee Injuries|Knee Injuries and Disorders,Ultrasound-Guided Injections for Meniscal Injuries in Active-Duty Military,Lipogems|Normal Saline,"Use of Autologous, Micro-Fragmented Adipose Tissue to Treat Meniscal Injuries in Active Duty Military Personnel",West Orange,New Jersey,United States,"July 1, 2019"
245,246,NCT03874572,Xerostomia Due to Radiotherapy|Hyposalivation|Xerostomia|Oropharynx Cancer|Salivary Gland Diseases|Dry Mouth|Mesenchymal Stem Cells|Mesenchymal Stromal Cells|Stem Cells,Allogeneic Mesenchymal Stem Cells for Radiation-induced Hyposalivation and Xerostomia/Dry Mouth,Allogeneic adipose derived stem/stromal cells,A Phase I Open Label Study Evaluating the Safety and Feasibility of Allogeneic Mesenchymal Stem Cells for Radiation-induced Hyposalivation and Xerostomia in Previous Oropharynx Cancer Patients,Copenhagen|Copenhagen,,Denmark|Denmark,"March 18, 2019"
246,247,NCT01051882,Amyotrophic Lateral Sclerosis,"Autologous Cultured Mesenchymal Bone Marrow Stromal Cells Secreting Neurotrophic Factors (MSC-NTF), in ALS Patients.",MSC-NTF cells transplantation (IM)|MSC-NTF cells transplantation (IT),"A Phase I/II, Open Label Study to Evaluate Safety, Tolerability and Therapeutic Effects of Transplantation of Autologous Cultured Mesenchymal Bone Marrow Stromal Cells Secreting Neurotrophic Factors (MSC-NTF), in ALS Patients.",Jerusalem,,Israel,June 2011
247,248,NCT04461925,COVID-19 Pneumonia,Treatment of Coronavirus COVID-19 Pneumonia (Pathogen SARS-CoV-2) With Cryopreserved Allogeneic P_MMSCs and UC-MMSCs,Placenta-Derived MMSCs; Cryopreserved Placenta-Derived Multipotent Mesenchymal Stromal Cells|Antibiotics|Hormones|Anticoagulant Therapy|Оxygen therapy,Treatment of Coronavirus COVID-19 Pneumonia (Pathogen SARS-CoV-2) With Cryopreserved Allogeneic Multipotent Mesenchymal Stem Cells of the Placenta and Umbilical Cord,Kyiv,,Ukraine,"May 2, 2020"
248,249,NCT04174547,Myelodysplastic Syndromes,An European Platform for Translational Research in Myelodysplastic Syndromes,,An Integrated European Platform to Conduct Translational Studies in Myelodysplastic Syndromes Based on the EuroBloodNet Infrastructure,Paris|Leipzig|Rozzano|Barcelona,Milan,France|Germany|Italy|Spain,"September 30, 2019"
249,250,NCT05187936,Hemophilia A|Hemophilia B|Arthropathy,Pre-clinical Models for Mesenchymal Stem Cell Therapy in Hemophilic Arthropathy,,Pre-clinical Models for Mesenchymal Stem Cell Therapy in Hemophilic Arthropathy,Montpellier,,France,"October 1, 2021"
250,251,NCT03876197,Radiation Toxicity|Xerostomia Due to Radiotherapy|Dry Mouth|Hyposalivation|Mesenchymal Stem Cells|Mesenchymal Stromal Cells|Long Term Adverse Effects,Mesenchymal Stem Cells for Radiation-induced Xerostomia,Autologous adipose-derived mesenchymal stem/stromal cells|Placebo,Follow-up Study of Safety and Efficacy in Subjects Who Participated in the Study of Intraglandular Mesenchymal Stem Cells in Patients With Radiation-induced Hyposalivation and Xerostomia (MESRIX),Copenhagen,,Denmark,"August 1, 2020"
251,252,NCT03555773,Crohn Disease|Perianal Fistula,Micro-fragmented Adipose Tissue and Complex Crohns' Anal Fistulas,Lipogems,Treatment of Complex Crohns' Perianal Fistulas by Local Injection of Autologous and Micro-fragmented Adipose Tissue,Bologna,BO,Italy,"May 11, 2016"
252,253,NCT02619734,Chronic Leg Ulcer|Sickle Cell Disease,Autologous Bone Marrow Stem Cells for Chronic Leg Ulcer Treatment in Sickle Cell Disease,Infusion of Autologous Bone Marrow Mononuclear Cells,Efficacy and Safety of Autologous Bone Marrow Stem Cells Infusion for Treatment of Chronic Leg Ulcer in Sickle Cell Disease Patients,,,,August 2006
253,254,NCT04883502,Bone Loss,Study of the Role of the Induced Membrane in the Reconstruction of Bone Loss in the Limbs,Blood sample collection|Other biological sample collection|Surgical waste collection|Radiological examination and functional exploration,Study of the Role of the Induced Membrane in the Reconstruction of Bone Loss in the Limbs,Clamart|Saint-Mandé,,France|France,"October 29, 2021"
254,255,NCT04869761,"Chronic Kidney Diseases|Diabetes Mellitus, Type 2|Diabetes Mellitus, Type 1|Diabetes Mellitus|Diabetic Nephropathies",Stem Cell Therapy for Chronic Kidney Disease,Allogeneic adipose-derived mesenchymal stem cells (MSC)-Single Infusion|Allogeneic adipose-derived mesenchymal stem cells (MSC)-Two Infusions,Allogeneic Mesenchymal Stem Cell Therapy in Patients With Chronic Kidney Disease: A Phase I Study,Jacksonville|Rochester,Florida|Minnesota,United States|United States,"October 7, 2021"
255,256,NCT01144962,Crohn's Disease|Fistula,Dose-escalating Therapeutic Study of Allogeneic Bone Marrow Derived Mesenchymal Stem Cells for the Treatment of Fistulas in Patients With Refractory Perianal Crohn's Disease,"Localization, curettage of the fistulous tract and closure of the internal opening without MSC injection.|Localization, curettage of the fistulous tract and closure of the internal opening with local MSC injection.",Allogeneic Bone Marrow Derived Mesenchymal Stem Cells for the Treatment of Fistulas in Patients With Refractory Perianal Crohn's Disease,Leiden,Zuid Holland,Netherlands,June 2010
256,257,NCT03167138,Shoulder Pain|Shoulder Impingement Syndrome|Rotator Cuff Impingement Syndrome|Rotator Cuff Tendinitis|Rotator Cuff Syndrome of Shoulder and Allied Disorders|Spinal Cord Injuries,Micro-Fragmented Adipose Tissue (Lipogems®) Injection for Chronic Shoulder Pain in Persons With Spinal Cord Injury,Autologous micro-fragmented adipose tissue|Lipogems system,Treatment of Chronic Shoulder Pain in Persons With Spinal Cord Injury Using Injection With Autologous Micro-Fragmented Adipose Tissue Under Ultrasound Guidance,West Orange,New Jersey,United States,"July 14, 2017"
257,258,NCT01892514,Osteonecrosis,Randomized Clinical Trial for the Treatment of Osteonecrosis of the Femoral Head,core decompression,Combined Treatment of Early and Advanced Osteonecrosis of the Femoral Head With Core Decompression and Grafting With Demineralized Bone Matrix (DBM) or Homologous Lyophilized Bone Chips (LBC) Together With Platelet-rich-fibrin (PRF) and Concentrated Bone Marrow (CBM),Bologna|Bologna|Modena,,Italy|Italy|Italy,April 2013
258,259,NCT05488093,Knee Osteoarthritis,Evaluation of Mobility in Subjects With Severe Knee Osteoarthritis Who Are to Undergo Total Knee Replacement,X-sens sensor,Evaluation of Movement and Muscular Alterations in Subjects With Severe Knee Osteoarthritis Who Are to Receive a Total Knee Replacement,Montpellier,,France,October 2022
259,260,NCT03102879,Periapical Periodontitis,Encapsulated Mesenchymal Stem Cells for Dental Pulp Regeneration.,Regenerative Endodontic Procedure|Conventional Root Canal Treatment,Encapsulated Mesenchymal Stem Cells for Endodontic Treatment of Permanent Teeth With Apical Lesion: a Controlled Clinical Trial.,Santiago,,Chile,"September 23, 2016"
260,261,NCT02448121,Avascular Necrosis of Bone|Sickle Cell Disease,Autologous Bone Marrow Stem Cell Transplantation for Osteonecrosis in Sickle Cell Disease,Autologous bone marrow stem cell graft,"Treatment for Hip, Knee, Ankle and Shoulder Osteonecrosis With Autologous Mononuclear Cells Transplantation in People With Sickle Cell Disease",,,,August 2006
261,262,NCT01777646,Amyotrophic Lateral Sclerosis,"Autologous Mesenchymal Bone Marrow Stromal Cells Secreting Neurotrophic Factors (MSC-NTF), in Patients With Amyotrophic Lateral Sclerosis (ALS)","MSC_NTF cells transplantation by multiple intramuscular injections at 24 separate sites, in addition to a single intrathechal injection into the CSF","A Phase IIa, Open Label, Dose-escalating Clinical Study to Evaluate the Safety, Tolerability and Therapeutic Effects of Transplantation of Autologous Mesenchymal Bone Marrow Stromal Cells Secreting Neurotrophic Factors (MSC-NTF), in Patients With Amyotrophic Lateral Sclerosis (ALS).",Jerusalem,,Israel,December 2012
262,263,NCT03164083,Osteoarthritis,The Effects of Stromal Vascular Fraction and Mesenchymal Stem Cells as Intra-articular Injection in Knee Joint Osteoarthritis,Mesenchymal stem cell|Placebo,"Evaluation the Effects of Intra-articular Injection of Mesenchymal Stem Cells and Stromal Vascular Fraction Patients With Knee Joint Osteoarthritis, Triple Blind Randomized Clinical Trial",Tabriz,,"Iran, Islamic Republic of","November 10, 2019"
263,264,NCT03840343,"Diabetic Kidney Disease|Diabetic Nephropathies|Diabetes Mellitus, Type 2|Diabetes Mellitus, Type 1|Chronic Kidney Disease|Diabetic Nephropathy Type 2|Kidney Failure|Kidney Insufficiency",Patient-Derived Stem Cell Therapy for Diabetic Kidney Disease,Autologous adipose-derived mesenchymal stem/stromal cells (MSC) Lower Dose|Autologous adipose-derived mesenchymal stem/stromal cells (MSC) Higher Dose,Intra-arterially Delivered Autologous Mesenchymal Stem/Stromal Cell Therapy in Patients With Diabetic Kidney Disease: A Phase I Study,Rochester,Minnesota,United States,"October 23, 2019"
264,265,NCT04453111,Knee Osteoarthritis,Efficacy of Bone-marrow-derived and Placenta-derived Multipotent Mesenchymal Stem / Stromal Cells for Osteoarthritis,Placenta-derived MMSCs|Bone marrow-derived MMSCs|Hyalgan 20 mg in 2 ML Prefilled Syringe,Efficacy of Bone-marrow-derived and Placenta-derived Multipotent Mesenchymal Stem / Stromal Cells for Osteoarthritis,Kyiv,,Ukraine,"January 2, 2020"
265,266,NCT04919135,Frailty,Mesenchymal Stem/Stromal Cell Therapy in the Treatment of Frailty,Umbilical Cord Mesenchymal Stem Cells transplantation|standard frailty treatment and supplementary medication,Clinical Study of Mesenchymal Stem/Stromal Cell Therapy in Frailty: a Proposed Experimental Design for Therapeutic and Mechanism Investigation,,,,"July 1, 2021"
266,267,NCT03920397,Type 1 Diabetes Mellitus,Mesenchymal Stem Cells in Patients With Type 1 Diabetes Mellitus,Infusion of adipose tissue-derived stem/stromal cells and oral Cholecalciferol supplementation,Allogenic Adipose Derived Mesenchymal Stem Cells and Vitamin D Supplementation in Patients With Recent-onset Type 1 Diabetes Mellitus,Rio de Janeiro,,Brazil,"March 1, 2015"
267,268,NCT01849159,Pulmonary Emphysema,"Clinical Study of the Efficacy and Safety of the Application of Allogeneic Mesenchymal (Stromal) Cells of Bone Marrow, Cultured Under the Hypoxia in the Treatment of Patients With Severe Pulmonary Emphysema",Mesenchymal stem cells|Reference therapy: 400 mL of 0.9% NaCl solution,"Clinical Study of the Efficacy and Safety of the Application of Allogeneic Mesenchymal (Stromal) Cells of Bone Marrow, Cultured Under the Hypoxia in the Treatment of Patients With Severe Pulmonary Emphysema",Moscow,Moscow Region,Russian Federation,March 2014
268,269,NCT02326935,Multiple Sclerosis,Multi-Center Study Safety of Adipose Derived Mesenchymal Stem Cells for the Treatment of Multiple Sclerosis,Autologous adipose derived mesenchymal cells,"Proposal for a Non-randomized, Patient Sponsored, Multi-center Study Studying the Impact and Safety of the Utilization of Culture Expanded Autologous, Adipose-derived Mesenchymal Stem Cells Deployed Via Intravenous Injection for the Treatment of Multiple Sclerosis",George Town,,Cayman Islands,November 2014
269,270,NCT02145897,Critical Limb Ischemia,To Evaluate the Safety and Efficacy of IM and IV Administration of Autologous ADMSCs for Treatment of CLI,Autologous Stromal Vascular Fraction (SVF)|Autologous Adipose Derieved MSCs|Control,"A Prospective, Multicentric, Phase I/II, Open Label, Randomized, Interventional Study to Evaluate the Safety and Efficacy of Intramuscular and Intravenous Administration of Autologous ADMSCS for Treatment of Critical Limb Ischemia (CLI).",Thane,Maharashtra,India,August 2014
270,271,NCT00186914,Osteodysplasia,Stromal Therapy of Osteodysplasia After Allogeneic Bone Marrow Transplantation,Marrow stromal cell infusion,Stromal Therapy of Osteodysplasia After Allogeneic Bone Marrow Transplantation: A Phase I Study,Memphis,Tennessee,United States,July 1999
271,272,NCT03818737,Osteoarthritis,Multicenter Trial of Stem Cell Therapy for Osteoarthritis (MILES),Bone Marrow Derived MSCs|Adipose-derived MSCs|Umbilical Cord Tissue (UCT) MSCs|Corticosteroid injection,"Randomized Multicenter Phase 3 Single-blind Trial Comparing the Efficacy of Corticosteroid Control to Mesenchymal Stem Cell Preparations From Autologous Bone Marrow Concentrate (BMAC), Adipose-derived Stem Cells in the Form of Stromal Vascular Fraction (SVF), and Third-party Human Mesenchymal Stem Cells Manufactured From Umbilical Cord Tissue for the Treatment of Unilateral Knee Osteoarthritis (OA)",Gulf Breeze|Atlanta|Durham|Fargo|Sioux Falls,Florida|Georgia|North Carolina|North Dakota|South Dakota,United States|United States|United States|United States|United States,"March 28, 2019"
272,273,NCT05305833,Temporomandibular Joint Disorders|Temporomandibular Disorder|Temporomandibular Joint Osteoarthritis|Temporomandibular Joint Pain|Temporomandibular Joint Effusion,Stem Cells and Stromal Vascular Fraction for Temporomandibular Joint Disease,Stem Cells,Stem Cells Transplantation for Temporomandibular Joint Disease: Phase I/II Study,Kayseri,,Turkey,"October 1, 2021"
273,274,NCT04223622,Osteoarthritis,Effects of ASC Secretome on Human Osteochondral Explants,ASC secretome,Secretome From Mesenchymal Stem/Stromal Cells on Human Osteochondral Explants: Cocktail of Factors Secreted by Adipose-derived Stromal Cells (ASC) for the Treatment of Osteoarthritis and/or for Articular Regeneration,Milano,MI,Italy,"April 12, 2021"
